title,author,discussant,group,organizer,year,duration,start,Tilburg_Rank_unweighted_auth,Tilburg_Rank_weighted_auth,Tilburg_Rank_unweighted_dis,Tilburg_Rank_weighted_dis
INVESTMENT AND INTEREST RATE POLICY,"WILLIAM DUPOR, University of Pennsylvania",,EFCE,Lawrence Christiano; Martin Eichenbaum,2000,60.0,2000-07-25 11:30:00,7.0,19.0,,
INVESTMENT AND INTEREST RATE POLICY,"WILLIAM DUPOR, University of Pennsylvania",,ME,N. Gregory Mankiw,2000,60.0,2000-07-17 14:15:00,7.0,19.0,,
INVESTMENT AND RETURNS WITH FINANCING CONSTRAINTS: EVIDENCE USING FIRM DATA,"JOAO GOMES, University of Pennsylvania; AMIR YARON, University of Pennsylvania; LU ZHANG, University of Rochester",6503994055,EFEL,Janice Eberly; Deborah Lucas,2003,55.0,2003-07-22 13:00:00,18.0,32.666666666666664,23.0,36.0
INVESTMENT AND THE COST OF CAPITAL: NEW EVIDENCE FROM THE CORPORATE BOND MARKET,"SIMON GILCHRIST, Boston University and NBER; EGON ZAKRAJSEK, Federal Reserve Board",7402186390,EFEL,Janice Eberly; Deborah Lucas,2007,50.0,2007-07-18 13:00:00,35.0,41.0,,
INVESTMENT AND THE COST OF CAPITAL: NEW EVIDENCE FROM THE CORPORATE BOND MARKET,"SIMON GILCHRIST, Boston University and NBER; EGON ZAKRAJSEK, Federal Reserve Board",,ME,Christina Romer; David Romer,2007,55.0,2007-07-12 13:00:00,35.0,41.0,,
INVESTMENT AND VALUE: A NEOCLASSICAL BENCHMARK,"JAN EBERLY, Northwestern University and NBER; SERGIO REBELO, Northwestern University and NBER; NICOLAS VINCENT, HEC Montréal",,ME,Christina Romer; David Romer,2008,55.0,2008-07-08 15:05:00,46.0,73.33333333333333,,
INVESTMENT BANKING CAREERS,"ULF AXELSON, Stockholm School of Economics and NBER; PHILIP BOND, University of Pennsylvania",8713001100,CF,Raghuram G. Rajan; Amir Sufi,2009,50.0,2009-07-06 11:10:00,98.5,226.5,18.0,34.0
INVESTMENT DURING THE KOREAN FINANCIAL CRISIS: THE ROLE OF FOREIGN-DENOMINATED DEBT,"SIMON GILCHRIST, Boston University and NBER; JAE SIM, Boston University",25637149400,EFEL,Janice Eberly; Deborah Lucas,2005,60.0,2005-07-19 08:45:00,35.0,39.0,,
INVESTMENT DURING THE KOREAN FINANCIAL CRISIS: THE ROLE OF FOREIGN-DENOMINATED DEBT,"SIMON GILCHRIST, Boston University and NBER; JAE SIM, Boston University",,ME,Christina Romer; David Romer,2005,55.0,2005-07-12 14:10:00,35.0,39.0,,
INVESTMENT OPTIONS AND THE BUSINESS CYCLE,"BOYAN JOVANOVIC, New York University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2006,60.0,2006-07-19 11:30:00,13.0,29.0,,
INVESTMENT PLANNING COSTS AND THE EFFECTS OF FISCAL AND MONETARY POLICY,"SUSANTO BASU, University of Michigan and NBER; MILES KIMBALL, University of Michigan and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2003,60.0,2003-07-25 09:00:00,13.0,23.0,,
"INVESTOR INFORMATION LONG RUN RISK, AND THE DURATION OF RISKY CASH-FLOWS","MARIANO CROCE, New York University; MARTIN LETTAU, New York University and NBER; SYDNEY LUDVIGSON, New York University and NBER",7401576349,AP,Ravi Jagannathan; Tano Santos,2006,60.0,2006-07-14 15:30:00,13.0,29.0,9.0,20.0
"INVESTOR PROTECTION, OWNERSHIP, AND CAPITAL ALLOCATION","R.GLENN HUBBARD, Columbia University and NBER; CHARLES HIMMELBERG, Columbia University; INESSA LOVE, Columbia University",7101790332,EFEL,Janice Eberly; Deborah Lucas,2001,50.0,2001-07-19 14:50:00,16.0,23.0,25.0,13.0
"INVESTOR PROTECTION, RISK-SHARING AND INEQUALITY","ALESSANDRA BONFIGLIOLI, Universitat Pompeu Fabra",8716236500,EFEL,Janice Eberly; Deborah Lucas,2007,50.0,2007-07-17 15:45:00,89.0,236.0,1.0,1.0
IS CASH NEGATIVE DEBT? A HEDGING PERSPECTIVE ON CORPORATE FINANCIAL POLICIES,"VIRAL ACHARYA, London Business School; HEITOR ALMEIDA, New York University and NBER; MURILLO CAMPELLO, University of Illinois at Urbana-Champaign",7403075430,CF,Jeremy Stein; Steven Kaplan,2005,50.0,2005-08-01 13:00:00,71.5,176.0,3.5,10.0
IS CASH NEGATIVE DEBT? A HEDGING PERSPECTIVE ON CORPORATE FINANCIAL POLICIES,"VIRAL ACHARYA, London Business School; HEITOR ALMEIDA, New York University and NBER; MURILLO CAMPELLO, University of Illinois at Urbana-Champaign and NBER",56327374500,EFEL,Janice Eberly; Deborah Lucas,2006,50.0,2006-07-18 15:45:00,71.5,176.0,3.5,10.0
IS DISINFLATION GOOD FOR THE STOCK MARKET,"PETER BLAIR HENRY, Stanford University and NBER",6602429118,IFM,Kathryn Dominguez; Allan Drazen,2002,60.0,2002-07-19 10:15:00,2.0,2.0,4.0,4.0
IS FOREIGN EXCHANGE INTERVENTION EFFECTIVE?: THE JAPANESE EXPERIENCES IN THE 1990S,"TAKATOSHI ITO, University of Tokyo and NBER",7102349472,IFM,Kathryn Dominguez; Allan Drazen,2002,60.0,2002-07-18 10:15:00,29.0,14.0,1.0,1.0
IS NOISE TRADING CANCELLED OUT BY AGGREGATION,"HONGJUN YAN, Yale University",7005492291,AP,Ravi Jagannathan; Tano Santos,2006,60.0,2006-07-13 14:15:00,5.0,7.0,45.0,62.0
IS VALUE RISKIER THAN GROWTH,"M. LU ZHANG, University of Rochester; RALITSA PETKOVA, University of Rochester",7005490343,AP,John Heaton; Leonid Kogan,2003,60.0,2003-07-17 11:00:00,42.0,62.0,17.0,24.0
JUDGE-SPECIFIC EFFECTS IN CH.11 AND FIRM OUTCOMES,"ANTOINETTE SCHOAR, MIT and NBER",7003982192,CF,Dirk Jenter; Raymond Fisman,2006,60.0,2006-08-02 08:30:00,4.0,4.0,55.0,57.0
LABOR INCOME AND PREDICTABLE STOCK RETURNS,"TANO SANTOS, University of Chicago; PIETRO VERONESI, University of Chicago",6603944251,AP,John Cochrane,2000,30.0,2000-07-19 14:15:00,9.0,21.0,,
"LABOR MARKET FRICTIONS, CAPITAL ADJUSTMENT COSTS, AND STOCK PRICES","MONIKA MERZ, University of Bonn; ERAN YASHIV, Tel Aviv University",7004484373,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-23 12:30:00,74.5,119.0,6.0,18.0
LAND OF ADDICTS? AN EMPIRICAL INVESTIGATION OF HABIT-BASED ASSET PRICING MODELS,"XIAOHONG CHEN, New York University; SYDNEY C. LUDVIGSON, New York University and NBER",,EFFE,Mark Watson; Kenneth West,2003,60.0,2003-07-15 09:00:00,15.0,28.0,,
LARGE SHAREHOLDERS AND CORPORATE POLICIES,"HENRIK CRONQVIST, Ohio State University; RUEDIGER FAHLENBRACH, Ohio State University",6505814876,CF,Dirk Jenter; Raymond Fisman,2006,60.0,2006-08-01 14:15:00,42.0,53.0,4.0,4.0
LEARNING ABOUT A SHIFT IN TREND OUTPUT: IMPLICATIONS FOR MONETARY POLICY AND INFLATION,"KEVIN LANSING, Federal Reserve Bank of San Francisco",,ME,N. Gregory Mankiw,2000,60.0,2000-07-19 14:15:00,,,,
LEARNING AND SHIFTS IN LONG-RUN PRODUCTIVITY GROWTH,"ROCHELLE EDGE, Federal Reserve Board; THOMAS LAUBACH, Federal Reserve Board; JOHN WILLIAMS, Federal Reserve Bank of San Francisco",,EFCE,Lawrence Christiano; Martin Eichenbaum,2004,60.0,2004-07-19 09:00:00,,,,
LEARNING AND THE CENTRAL BANK,"CHARLES CARLSTROM, Federal Reserve Bank of Cleveland; TIM FUERST, Bowling Green State University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2001,60.0,2001-07-26 10:15:00,399.0,468.0,,
LEARNING UNDER AMBIGUITY,"LARRY EPSTEIN, University of Rochester; MARTIN SCHNEIDER, UC, Los Angeles",35808576700,AP,Andrew Ang; Robert Hodrick,2002,60.0,2002-07-19 14:15:00,26.5,35.5,180.0,476.0
"LEASING, ABILITY TO REPOSSESS AND DEBT CAPACITY","ADRIANO RAMPINI, Northwestern University; ANDREA EISFELDT, Northwestern University",16048547000,EFEL,Janice Eberly; Deborah Lucas,2006,50.0,2006-07-18 14:55:00,21.0,38.0,9.0,20.0
"LEASING, ABILITY TO REPOSSESS, AND DEBT CAPACITY","ANDREA EISFELDT, Northwestern University; ADRIANO RAMPINI, Duke University",6603697614,CF,Dirk Jenter; Raymond Fisman,2006,60.0,2006-08-02 10:45:00,19.0,30.5,23.0,26.0
"LENDING BOOMS, SHARP REVERSALS AND REAL EXCHANGE RATE DYNAMICS","GITA GOPINATH, University of Chicago",7202980403,IFM,Kathryn Dominguez; Allan Drazen,2002,60.0,2002-07-16 09:00:00,9.0,19.0,313.0,261.0
LEVERAGE AND PRICING IN BUYOUTS: AN EMPIRICAL ANALYSIS,"MICHAEL S. WEISBACH, University of Illinois at Urbana-Champaign and NBER; ULF AXELSON, SIFR, Stockholm School of Economics; TIM JENKINSON, University of Oxford, and CEPR; PER STROMBERG, SIFR, Stockholm School of Economics, CEPR, and NBER",7403075430,CF,Raghuram G. Rajan,2008,40.0,2008-07-29 10:50:00,111.75,255.5,1.0,1.0
LEVERAGE CYCLES AND THE ANXIOUS ECONOMY,"ANA FOSTEL, George Washington University; JOHN GEANAKOPLOS, Yale University",7403713601,IFM,Linda Goldberg; Nelson Mark,2008,60.0,2008-07-11 09:45:00,87.0,109.5,47.0,52.0
LEVERAGED LOSSES: LESSONS FROM THE MORTGAGE MARKET MELTDOWN,"DAVID GREENLAW, Morgan Stanley; JAN HATZIUS, Goldman Sachs; ANIL K KASHYAP, University of Chicago and NBER; HYUN SONG SHIN, Princeton University",,ME,Christina Romer; David Romer,2008,55.0,2008-07-07 15:05:00,13.0,23.0,,
LIAR'S LOAN? EFFECTS OF LOAN ORIGINATION CHANNEL AND LOAN SALE ON DELINQUENCY,"WEI JIANG, Columbia University; ASHLYN NELSON, Stanford University; EDWARD VYTLACIL, Yale University",7003408304,RISK,Mark Carey; Anil Kashyap; Raghuram Rajan; René Stulz,2009,45.0,2009-07-07 13:15:00,5.333333333333333,9.0,1.0,1.0
"LIFE CYCLE ASSET ALLOCATION: A MODEL WITH BORROWING CONSTRAINTS, UNINSURABLE LABOR INCOME RISK AND STOCK MARKET PARTICIPATION COSTS","FRANCISCO GOMES, London Business School; ALEXANDER MICHAELIDES, London School of Economics",6506433914,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-23 13:20:00,106.0,364.5,22.0,34.0
LIFE CYCLE CONSUMPTION AND PORTFOLIO CHOICE WITH ADDITIVE HABIT FORMATION PREFERENCES AND UNINSURABLE LABOR INCOME RISK,"VALERY POLKOVNICHENKO, University of Minnesota",8850820200,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-23 14:25:00,28.0,36.0,57.0,164.0
LIFE CYCLE PORTFOLIO CHOICE WITH TAXABLE AND TAX DEFERRED ACCOUNTS,"FRANCISCO GOMES, London Business School; ALEXANDER MICHAELIDIS, London School of Economics; VALERY POLKOVNICHENKO, University of Minnesota",6602234506,EFEL,Janice Eberly; Deborah Lucas,2003,55.0,2003-07-21 15:05:00,79.0,249.66666666666666,53.0,146.0
LIQUIDITY AND FINANCIAL INTERMEDIATION,"RAVI BANSAL, Duke University and NBER; WILBUR JOHN COLEMAN, Duke University; CHRISTIAN LUNDBLAD, University of North Carolina at Chapel Hill",22938088500,RISK,Mark Carey; Anil Kashyap; Raghuram Rajan; René Stulz,2009,50.0,2009-07-09 11:10:00,18.0,26.666666666666668,10.0,9.0
LIQUIDITY AND THE MARKET FOR IDEAS,"RANDALL WRIGHT, University of Pennsylvania and NBER; RAFAEL SILVEIRA, University of Pennsylvania",,EFCE,Lawrence Christiano; Martin Eichenbaum,2006,60.0,2006-07-19 09:00:00,6.0,19.0,,
LIQUIDITY DEMAND AND ASSET PRICING: EVIDENCE FROM THE PERIODIC SETTLEMENT IN JAPAN,"MAKOTO SAITO, Osaka University; SHIGENORI SHIRATSUKA, Bank of Japan; TSUTOMU WATANABE, Hitotsubashi University; NORIYUKI YANAGAWA, University of Tokyo",7203010992,EFEL,Janice Eberly; Deborah Lucas,2002,50.0,2002-07-24 15:15:00,148.0,279.6666666666667,6.0,18.0
LIQUIDITY EFFECTS IN THE BOND MARKETS,"BOYAN JOVANOVIC, New York University and NBER; PETER L. ROUSSEAU, Vanderbilt University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2001,60.0,2001-07-23 10:15:00,37.5,44.5,,
LIQUIDITY NEEDS IN ECONOMIES WITH INTERCONNECTED FINANCIAL OBLIGATIONS,"JULIO ROTEMBERG, Harvard University and NBER",7404595160,EFEL,Janice Eberly; Deborah Lucas,2009,50.0,2009-07-13 13:50:00,1.0,1.0,18.0,34.0
LONG-RUN RISK THROUGH CONSUMPTION SMOOTHING,"GEORG KALTENBRUNNER, London Business School; LARS LOCHSTOER, London Business School",7103229487,AP,Stefan Nagel; Kenneth Singleton,2007,60.0,2007-07-13 09:45:00,177.0,466.0,4.0,4.0
LONG-RUN STOCKHOLDER CONSUMPTION RISK AND ASSET RETURNS,"CHRISTOPHER MALLOY, London Business School; TOBIAS MOSKOWITZ, University of Chicago and NBER; ANNETTE VISSING-JORGENSEN, Northwestern University and NBER",7404595160,AP,John Cochrane; Joshua Coval,2005,60.0,2005-07-14 13:00:00,67.0,173.33333333333334,20.0,24.0
LONG-TERM AND SHORT-TERM MARKET BETAS IN SECURITIES PRICES,"GERARD HOBERG, University of Maryland; IVO WELCH, Brown University and NBER",7004065954,AP,Stefan Nagel; Kenneth Singleton,2007,60.0,2007-07-13 13:00:00,42.5,46.0,95.0,144.0
LOW-FREQUENCY ROBUST COINTEGRATION TESTING,"ULRICH MUELLER, Princeton University; MARK WATSON, Princeton University and NBER",,EFFE,Mark Watson; Kenneth West,2007,60.0,2007-07-13 11:00:00,21.0,26.0,,
"MACROECONOMIC DERIVATIVES: AN INITIAL ANALYSIS OF MARKET-BASED MACRO FORECASTS, UNCERTAINTY, AND RISK","REFET G\xdcRKAYNAK, Bilkent University; JUSTIN WOLFERS, University of Pennsylvania and NBER",,EFFE,Mark Watson; Kenneth West,2006,60.0,2006-07-12 09:45:00,184.0,340.5,,
MACROECONOMIC SWITCHING,"CHRISTOPHER SIMS, Princeton University and NBER; TAO ZHA, Federal Reserve Bank of Atlanta",,EFFE,Mark Watson; Kenneth West,2002,60.0,2002-07-18 11:30:00,24.0,21.0,,
MACROECONOMICS OF INTERNATIONAL PRICE DISCRIMINATION,"GIANCARLO CORSETTI, University of Rome III; LUCA DEDOLA, Bank of Italy",6507256174,IFM,Kathryn Dominguez; Allan Drazen,2002,60.0,2002-07-15 10:15:00,522.0,683.0,16.0,28.0
MAINTENANCE AND THE HOME EQUITY OF THE ELDERLY,"TOM DAVIDOFF, UC, Berkeley",6701835571,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2003,60.0,2003-07-29 14:00:00,3.0,3.0,9.0,20.0
"MAKE VS BUY IN TRUCKING: ASSET OWNERSHIP, JOB DESIGN AND INFORMATION","GEORGE BAKER, Harvard University; THOMAS HUBBARD, Harvard University and NBER",7004110147,CF,Ivo Welch; Gary Gorton,2001,60.0,2001-08-07 09:00:00,1.0,1.0,9.0,21.0
MAKING EXCHANGE RATES SPARKLE: RESTRICTING ITS PRESENT-VALUE MODEL WITH COMMON TRENDS AND COMMON CYCLES,"JAMES NASON, Federal Reserve Bank of Atlanta; JOHN ROGERS, Federal Reserve Board",,EFFE,Mark Watson; Kenneth West,2006,60.0,2006-07-14 08:30:00,,,,
"MARGINAL PRODUCT OF CAPITAL, CAPITAL FLOWS AND CONVERGENCE","SIRSHA CHATTERJEE, Purdue University; KANDA NAKNOI, Purdue University",6603566491;6701331523,IFM,Linda Goldberg; Eric Van Wincoop,2007,80.0,2007-07-09 10:40:00,53.0,81.0,38.5,42.0
MARKET DISTORTIONS WHEN AGENTS ARE BETTER INFORMED: A THEORETICAL AND EMPIRICAL EXPLORATION OF THE VALUE OF INFORMATION IN REAL ESTATE TRANSACTIONS,"STEVEN D. LEVITT, University of Chicago and NBER; CHAD SYVERSON, University of Chicago",6603245402,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2002,60.0,2002-07-30 09:30:00,9.0,19.0,9.0,19.0
MARKET LIQUIDITY AND FUNDING LIQUIDITY,"MARKUS BRUNNERMEIER, Princeton University; LASSE HEJE PEDERSEN, New York University and NBER",7102515412,AP,John Cochrane; Joshua Coval,2005,60.0,2005-07-15 11:00:00,16.0,26.5,5.0,18.0
"MARKUPS, GAPS AND ECONOMIC FLUCTUATIONS","JORDI GALI, CREI, Universitat Pompeu Fabra and NBER; MARK GERTLER, New York University; J. DAVID LOPEZ-SALIDO, Bank of Spain",,EFCE,Lawrence Christiano; Martin Eichenbaum,2001,60.0,2001-07-25 11:30:00,72.5,214.5,,
MATCHING BANKRUPTCY LAWS TO LEGAL ENVIRONMENTS,"KENNETH AYOTTE, Columbia University; HAYONG YUN, Columbia University",7003509838,CF,Denis Gromb; Antoinette Schoar,2004,50.0,2004-07-12 09:50:00,15.0,21.0,32.0,38.0
MBS RATINGS AND THE MORTGAGE CREDIT BOOM,"ADAM ASHCRAFT, Federal Reserve Bank of New York; PAUL GOLDSMITH-PINKHAM, Federal Reserve Bank of New York; JAMES VICKERY, Federal Reserve Bank of New York",6602458650,RISK,Mark Carey; Anil Kashyap; Raghuram Rajan; René Stulz,2009,55.0,2009-07-08 16:00:00,,,1.0,1.0
MEASURING CHANGES IN THE VALUE OF THE NUMERAIRE,"RICARDO REIS, Princeton University and NBER; MARK WATSON, Princeton University and NBER",,ME,Christina Romer; David Romer,2007,55.0,2007-07-13 15:05:00,21.0,26.0,,
MEASURING DEFAULT RISK PREMIA FROM DEFAULT SWAP RATES AND EDFS,"ANTJE BERNDT, Cornell University; ROHAN DOUGLAS, Quantifi LLC; DARRELL DUFFIE, Stanford University and NBER; MARK FERGUSON, Quantifi LLC; DAVID SCHRANZ, CIBC, Toronto",7006623149,AP,John Cochrane; Pietro Veronesi,2004,60.0,2004-07-15 13:00:00,6.0,6.0,9.0,18.0
MEASURING OIL-PRICE SHOCKS USING MARKET-BASED INFORMATION,"TAO WU, Federal Reserve Bank of Dallas; MICHELE CAVALLO, Federal Reserve Board",,EFCE,Lawrence Christiano; Martin Eichenbaum,2009,60.0,2009-07-10 11:30:00,,,,
MEASURING OIL-PRICE SHOCKS USING MARKET-BASED INFORMATION,"Michele Cavallo, Federal Reserve Bank of San Francisco; TAO WU, Federal Reserve Bank of Dallas",,ME,Christina Romer; David Romer,2007,55.0,2007-07-09 13:55:00,,,,
MEASURING THE EFFECTS OF MONETARY POLICY: A FACTOR-AUGMENTED VECTOR AUTOREGRESSIVE (FAVAR) APPROACH,"BEN S. BERNANKE, Federal Reserve Board; JEAN BOIVIN, Columbia University and NBER; PIOTR ELIASZ, Princeton University",,EFFE,Mark Watson; Kenneth West,2003,60.0,2003-07-18 11:30:00,18.0,23.0,,
MEASURING THE IMPACT OF ASSET PRICE BOOMS USING QUANTILE VECTOR AUTOREGRESSIONS,"HONG LI, Brandeis University",,EFFE,Mark Watson; Kenneth West,2008,60.0,2008-07-11 09:45:00,174.0,113.0,,
MEASURING THE REACTION OF MONETARY POLICY TO THE STOCK MARKET,"ROBERTO RIGOBON, MIT and NBER; BRIAN SACK, Federal Reserve Board",,EFFE,Mark Watson; Kenneth West,2001,60.0,2001-07-17 11:30:00,4.0,4.0,,
MEDIUM TERM BUSINESS CYCLES,"DIEGO COMIN, New York University; MARK GERTLER, New York University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2003,60.0,2003-07-22 09:00:00,15.0,28.0,,
MINIMALLY ALTRUISTIC WAGES AND UNEMPLOYMENT IN A MATCHING MODEL,"JULIO ROTEMBERG, Harvard University and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2007,60.0,2007-07-20 10:15:00,1.0,1.0,,
MODEL CONFIDENCE SETS FOR FORECASTING MODELS,"PETER REINHARD HANSEN, Brown University; ASGER LUNDE, Aarhus School of Business; JAMES NASON, Federal Reserve Bank of Atlanta",,EFFE,Mark Watson; Kenneth West,2004,60.0,2004-07-14 08:30:00,81.0,83.5,,
MODEL SELECTION AND FORECAST COMPARISON IN UNSTABLE ENVIRONMENTS,"RAFFAELLA GIACOMINI, UC, Los Angeles; BARBARA ROSSI, Duke University",,EFFE,Mark Watson; Kenneth West,2007,60.0,2007-07-10 09:45:00,12.0,16.5,,
MODEL UNCERTAINTY AND LIQUIDITY,"STANLEY ZIN, Carnegie Mellon University and NBER; BRYAN ROUTLEDGE, Carnegie Mellon University",6603131574,EFEL,Janice Eberly; Deborah Lucas,2001,60.0,2001-07-20 14:00:00,55.0,132.0,45.0,267.0
MODELING & FORECASTING REALIZED VOLATILITY,"TORBEN ANDERSEN, Northwestern University and NBER; TIMOTHY BOLLERSLEV, Duke University and NBER; FRANK DIEBOLD, University of Pennsylvania and NBER; PAUL LABYS, University of Pennsylvania",,EFFE,Mark Watson; Kenneth West,2001,60.0,2001-07-19 11:30:00,11.75,23.0,,
MODELING MODEL UNCERTAINTY,"ALEXI ONATSKI, Columbia University; NOAH WILLIAMS, Princeton University and NBER",,EFFE,Mark Watson; Kenneth West,2003,60.0,2003-07-15 11:30:00,18.0,23.0,,
MODELING REGIONAL INTERDEPENDENCIES,"M. HASHEM PESARAN, University of Cambridge; TIL SCHUERMANN, Federal Reserve Bank of New York; SCOTT WEINER, University of Oxford",,EFFE,Mark Watson; Kenneth West,2002,60.0,2002-07-16 11:30:00,25.5,13.0,,
MODELLING THE SHORT-TERM INTEREST RATE: A SEMIPARAMETRIC APPROACH,"DENNIS KRISTENSEN, University of Wisconsin-Madison",,EFFE,Mark Watson; Kenneth West,2005,60.0,2005-07-15 09:45:00,171.0,475.0,,
MOMENTUM PROFITS AND THE AUTOCORRELATION OF RETURNS,"JONATHAN LEWELLEN, MIT",7401976575,AP,John Cochrane,2000,30.0,2000-07-19 13:00:00,4.0,4.0,22.0,31.0
"MONETARY INTERVENTION MITIGATED BANKING PANICS DURING THE GREAT DEPRESSION: QUASI-EXPERIMENTAL EVIDENCE FROM THE FEDERAL RESERVE DISTRICT BORDER IN MISSISSIPPI, 1929 TO 1933","GARY RICHARDSON, UC, Irvine; WILLIAM TROOST, UC, Irvine",,ME,Christina Romer; David Romer,2006,55.0,2006-07-14 13:55:00,41.0,43.0,,
MONETARY POLICY AND INFLATION DYNAMICS,"JOHN M. ROBERTS, Federal Reserve Board",,ME,Christina D. Romer; David H. Romer,2004,55.0,2004-07-15 14:10:00,,,,
MONETARY POLICY AND LEARNING,"BRUCE PRESTON, Princeton University",,ME,Ben Bernanke,2002,30.0,2002-07-18 14:15:00,24.0,21.0,,
MONETARY POLICY AND STAGFLATION IN THE UK,"EDWARD NELSON, Bank of England; KALIN NIKOLOV, Bank of England",,ME,Ben Bernanke,2002,60.0,2002-07-15 13:00:00,,,,
MONETARY POLICY IN INATTENTIVE ECONOMIES,"LAURENCE BALL, Johns Hopkins University and NBER; N. GREGORY MANKIW, Harvard University and NBER; RICARDO REIS, Harvard University",,ME,Christina D. Romer; David H. Romer,2003,60.0,2003-07-14 13:00:00,6.666666666666667,5.0,,
MONETARY POLICY RULES IN THE OPEN ECONOMY: EFFECTS OF WELFARE AND BUSINESS CYCLES,"ROBERT KOLLMAN, University of Bonn",,EFCE,Lawrence Christiano; Martin Eichenbaum,2002,60.0,2002-07-22 13:00:00,99.0,143.0,,
MONETARY POLICY STRATEGIES FOR LATIN AMERIC,"FREDERIC MISHKIN, Columbia University and NBER; MIGUEL SAVASTANO, International Monetary Fund",,ME,N. Gregory Mankiw,2000,60.0,2000-07-17 13:00:00,15.0,22.0,,
MONETARY POLICY WITH PRIVATE GOVERNMENT PREFERENCES: U TURN IF YOU WANT TO,"CHRISTOPHER SLEET, University of Iowa; SEVIN YELTEKIN, Northwestern University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2001,60.0,2001-07-26 09:00:00,42.0,52.5,,
MONETARY POLICY'S ROLE IN EXCHANGE RATE BEHAVIOR,"JON FAUST, Federal Reserve Board; JOHN ROGERS, Federal Reserve Board",6701569716,IFM,Marianne Baxter; Michael Dooley,2000,80.0,2000-07-19 09:00:00,,,15.0,22.0
"MONETARY POLICY, RISK-TAKING AND PRICING: EVIDENCE FROM A QUASI-NATURAL EXPERIMENT","VASSO IOANNIDOU, Tilburg University; STEVEN ONGENA, Tilburg University; JOSE LUIS PEYDRA, European Central Bank",7404012037,RISK,Mark Carey; Anil Kashyap; Raghuram Rajan; René Stulz,2009,50.0,2009-07-07 15:00:00,74.0,348.0,19.0,27.0
"MONETARY SHOCKS, AGENCY COSTS AND BUSINESS CYCLES","CHARLES CARLSTROM, Federal Reserve Bank of Cleveland; TIMOTHY FUERST, Bowling Green State University",,EFCE,Lawrence Christiano; Martin Eichenbaum,2000,60.0,2000-07-28 09:00:00,433.0,471.0,,
MONEY AND CAPITAL,"BORAGAN ARUOBA, University of Maryland; CHRIS WALLER, University of Notre Dame; RANDALL WRIGHT, University of Pennsylvania and NBER",,EFCE,Lawrence Christiano; Martin Eichenbaum,2005,60.0,2005-07-20 09:00:00,50.0,59.333333333333336,,
"MONEY, CREDIT AND INVENTORIES IN A SEQUENTIAL TRADING MODEL","BENJAMIN EDEN, University of Haifa",,EFCE,Lawrence Christiano; Martin Eichenbaum,2001,60.0,2001-07-23 09:00:00,272.0,418.0,,
MONITORING MANAGERS: DOES IT MATTER?,"FRANCESCA CORNELLI, London Business School; ZBIGNIEW KOMINEK, European Bank for Reconstruction and Development; ALEXANDER LJUNGQVIST, New York University",24825198500,CF,Raghuram G. Rajan; Amir Sufi,2009,50.0,2009-07-07 09:40:00,86.0,238.0,8.0,16.0
MORTGAGE TIMING,"RALPH KOIJEN, Tilburg University; OTTO VAN HEMERT, New York University; STIJN VAN NIEUWERBURGH, New York University and NBER",16446204900,AP,Stefan Nagel; Kenneth Singleton,2007,60.0,2007-07-13 15:30:00,35.0,155.33333333333334,1.0,1.0
NASH OR RAMSEY INFLATION IN THE US?,"NOAH WILLIAMS, Princeton University and NBER; THOMAS SARGENT, New York University and NBER; TAO ZHA, Federal Reserve Bank of Atlanta",,EFFE,Mark Watson; Kenneth West,2004,60.0,2004-07-16 09:45:00,15.5,26.5,,
NESTED FORECAST MODEL COMPARISONS: A NEW APPROACH TO TESTING EQUAL ACCURACY,"TODD CLARK, Federal Reserve Bank of Kansas City; MICHAEL McCRACKEN, Federal Reserve Bank of St. Louis",,EFFE,Mark Watson; Kenneth West,2009,60.0,2009-07-09 11:00:00,,,,
NETWORKING OFF MADISON AVENUE,"MOHAMMAD ARZAGHI, Brown University; J. VERNON HENDERSON, Brown University and NBER",7006715604,PERE,Joe Gyourko; Chris Mayer; Todd Sinai,2006,60.0,2006-07-26 13:00:00,55.0,57.0,30.0,28.0
NEW EUROCOIN: TRACKING ECONOMIC GROWTH IN REAL TIME,"FILIPPO ALTISSIMO, European Central Bank; RICCARDO CRISTADORO, Banca d'Italia; MARIO FORNI, Universita de Modena e Reggio Emilia; MARCO LIPPI, Universita di Roma La Sapienza; GIOVANNI VERONESE, Banca d'Italia",,EFFE,Mark Watson; Kenneth West,2006,60.0,2006-07-14 11:00:00,259.5,284.5,,
NEW OR USED? INVESTMENT WITH CREDIT CONSTRAINTS,"ANDREA EISFELDT, Northwestern University; ADRIANO RAMPINI, Northwestern University",12786115500,CF,Jeremy Stein; Steven Kaplan,2005,50.0,2005-08-02 11:15:00,21.0,37.0,10.0,13.5
