eid,year,references,journals
2-s2.0-33847630430,2006,0030305641|0000524929|33847612916,Economic Theory|American Economic Review|American Economic Review
2-s2.0-33847628937,2006,84993877369|0002893643|0001582531|0032798549|84993923489|0036773888|47749120440|1942479042,The Journal of Finance|Journal of Political Economy|Journal of Economic Theory|European Economic Review|The Journal of Finance|Review of Economic Studies|Review of Economic Studies|Journal of the European Economic Association
2-s2.0-33847618000,2006,19144371690|0002153552|84906006114|38249016161|0013311536|0029545258|0031350833|0001927927|2942700268|0020056875|0002874783|0010104544|27544511772|0000296878|0042878886|84965485455|0000092680|0040833096|0019392722|31744450082,Journal of Financial Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Empirical Finance|Economic Journal|Macroeconomic Dynamics|Economic Journal|American Economic Review|Scientific American|Journal of Financial Economics|Journal of Finance|Review of Financial Studies|Journal of Economic Perspectives|Journal of Risk and Uncertainty|Psychological Science|Journal of Economic Theory|Quarterly Journal of Economics|Science|Journal of Risk and Uncertainty
2-s2.0-33847612917,2006,85011266042|0034677363|0032496902|77956723980|0036184349|0026687681|0032168420|0347093497|0020666389|0035621462|0035900925|0018965480|0026654555|0016860852,"American Economic Review|New England Journal of Medicine|Journal of the American Medical Association|Handbook of Health Economics|Journal of Political Economy|Psychopharmacology|RAND Journal of Economics|Health Economics|Pharmacology, Biochemistry and Behavior|Quarterly Journal of Economics|Journal of the National Cancer Institute|American Journal of Public Health|American Journal of Public Health|British Medical Journal"
2-s2.0-33847612916,2006,0000524929|0036991059|0036955658|0043016021,American Economic Review|RAND Journal of Economics|Journal of Industrial Economics|International Journal of Industrial Organization
2-s2.0-33847612490,2006,,
2-s2.0-33847612489,2006,84959837019|84925980571|31144450867|0000539510|0346499043|0034988599|0001233683|33847607957|1442330983|0345648599|5644291795|84963089164|0000719353|0036288758|0035721708,Review of Economic Studies|Review of Economic Studies|Journal of Financial Economics|Journal of Public Economics|Journal of Public Economics|Neuron|Journal of Mathematical Economics|Economics Letters|Journal of Economic Theory|Social Choice and Welfare|Science|Review of Economic Studies|Economic Journal|Journal of Economic Theory|NeuroImage
2-s2.0-33847609217,2006,33645732882|18644365144|0001372829|1542609884|33847642644|0001635606|0038829878|33646375435|58149363740|0036272188|0000232754|18144402618|84980156137|0001101357|84959810873|0038521562|0007909209|58149416322|31744450082,American Economic Review|Econometrica|American Economic Review|Journal of Economic Literature|American Economic Review|Econometrica|American Economic Review|Quarterly Journal of Economics|Journal of Economic Theory|Journal of Economic Theory|Journal of Economic Behavior and Organization|Management Science|Journal of Behavioral Decision Making|Organizational Behavior and Human Performance|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Economic Behavior and Organization|Psychological Review|Journal of Risk and Uncertainty
2-s2.0-33846696017,2006,0036489059|0036222029|84950461235|2942605395|0040079689|85015964664|0030477510|0034380870|0006631613|0038015640|0041624471|0031428553|0032815775|67649378837,Journal of the American Statistical Association|Econometrica|Journal of the American Statistical Association|American Economic Review|Journal of Economic Literature|American Economic Review|Quarterly Journal of Economics|Review of Economics and Statistics|Evaluation Review|Review of Economics and Statistics|Journal of Political Economy|Review of Economic Studies|Journal of Human Resources|Handbook of Public Economics
2-s2.0-33845979921,2006,84971720906|2442647637|0033383090|16244411083|25144501108|0000618084|0000584976|0000495382|70350093938|21144471419|0003015044|84973995084|84971004948|0000004303,American Political Science Review|American Economic Review|Journal of Political Economy|American Economic Review|Journal of Economic Perspectives|American Economic Review|Econometrica|Theory and Decision|Handbook of Game Theory with Economic Applications|Public Choice|Public Choice|American Political Science Review|American Political Science Review|American Economic Review
2-s2.0-33749603639,2006,0000032663|0001805951|0036150393|14844319267|0000666880|0032748532|0029908088|0040651867|4043074220|84977316840|0001206075|0033211695|0001257650|0039486106|0347273638|84960575613|84952209977|24744464144|0000674698|29544440312|0000516097,Journal of Econometrics|Economics of Education Review|Journal of Public Economics|Journal of Public Economics|Econometrica|Journal of Political Economy|Quarterly Journal of Economics|International Economic Review|American Economic Review|Journal of Policy Analysis and Management|Journal of Policy Analysis and Management|Journal of Public Economics|American Economic Review|Journal of Economic Perspectives|American Behavioral Scientist|Review of Economic Studies|Journal of Business and Economic Statistics|Journal of Human Resources|Quarterly Journal of Economics|American Economic Review|Economics of Education Review
2-s2.0-33747489399,2006,67649306602|14844317767|0005645043|14844333211|33747499882|0016996053|0000518184|0000061044|0036340823,Handbook of Game Theory with Economic Applications|Marketing Science|Quarterly Journal of Economics|Journal of Marketing Research|Marketing Science|Sloan Manage Rev|Journal of Economic Theory|Econometrica|RAND Journal of Economics
2-s2.0-33747747685,2006,1642279866|0042481764|38249030430|0011204851|0002939457|0142250309|0009093975|0242676960|0033652771|0038831386|0347503106|0012875458|4344715459|0000180018|0003112060|0039011997|0001660451|0000288294|0038845431|6344223701|0346307687|33746787205,Journal of Banking and Finance|Journal of Finance|Journal of Econometrics|Journal of Econometrics|Financial Analysts Journal|Journal of Finance|Journal of Finance|Review of Economic Dynamics|Journal of Political Economy|Quarterly Journal of Economics|NBER Macroeconomics Annual|American Economic Review|Journal of Finance|Journal of Economic Literature|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Political Economy|Journal of Accounting and Economics|Journal of Finance|Journal of Finance|Econometrica|Journal of Financial Economics
2-s2.0-33747737990,2006,20144377477|11544346714,Journal of Political Economy|Journal of Law and Economics
2-s2.0-33747718069,2006,0012676289|0030659729|0037596892|0039768872|15844392342|0038673349|10044222070|0036275141|0000638151|0033963790|0039862012|0040360986|77956739087|38249007132|85018651986|2942741209|20744445987|0006122293,"Quarterly Journal of Economics|Journal of Political Economy|Review of Economics and Statistics|Brookings Papers on Economic Activity|Journal of Political Economy|International Economic Review|Journal of Economic Growth|Review of Economic Dynamics|American Economic Review|European Economic Review|Journal of Labor Economics|Journal of Money, Credit and Banking|Handbook of Macroeconomics|Research Policy|Journal of Political Economy|American Economic Review|Journal of Applied Econometrics|Journal of Economic Perspectives"
2-s2.0-33747708821,2006,0042132534|0036103105|0012574389|0345016471|27744547973|0028595787|0039176437|0027006898|0036448973|0012278326|9944222365|0347948992|0030364687|0039120732|0031794506|0040669597|0035581829|3042615012|0027770211|77956724779|0027040457|0001060374|2142774105|0037331911|33847514463,Journal of Economic Literature|Econometrica|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Labor Economics|Quarterly Journal of Economics|Journal of Labor Economics|American Economic Review|Journal of Labor Economics|Quarterly Journal of Economics|Journal of Labor Research|Journal of Econometrics|Econometrica|Quarterly Journal of Economics|Journal of Human Resources|Industrial and Labor Relations Review|Review of Economics and Statistics|Journal of Labor Economics|Journal of Political Economy|Handbook of Labor Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Canadian Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics
2-s2.0-33747706175,2006,33646922090|4043050162|13944282314|0040747533|28244433528|0001126361|0036225338|0002245492|0036340669|0010158206|0010646705|21044437667|0036829980|0036187547|0008995407|19944363145|17544383471|84944832265|0032348109|0036215249|38249012815|18744363321|0034288384|0036340855|49649131398,Review of Financial Studies|American Economic Review|Journal of International Money and Finance|Journal of Finance|Journal of International Money and Finance|Journal of International Economics|International Review of Economics and Finance|Journal of Economic Theory|Journal of Monetary Economics|Journal of Economic Theory|Journal of Monetary Economics|Journal of Political Economy|Journal of International Money and Finance|Journal of Political Economy|Journal of Finance|Journal of Finance|Journal of International Economics|The Journal of Finance|Review of Financial Studies|Economic Policy|Journal of Economic Dynamics and Control|Quarterly Journal of Economics|Review of Economic Dynamics|Journal of Monetary Economics|Journal of Economic Theory
2-s2.0-33747698459,2006,0034980938|33845602603|85008351234|18644365144|0036268277|0030463602|0037332738|19144364205|0001821429|0031422563|84989059306|0009336482|0035622093|0027760444|77649173768|0348166371|4043089857,Econometrica|Experimental Economics|Behavioral Game Theory: Experiments in Strategic Interaction|Econometrica|Journal of Economic Theory|Journal of Development Economics|Journal of Economic Behavior and Organization|American Economic Review|Games and Economic Behavior|American Economic Review|Strategic Management Journal|Organizational Behavior and Human Decision Processes|Journal of Labor Economics|Quarterly Journal of Economics|Biometrika|Games and Economic Behavior|Experimental Economics
2-s2.0-33747695098,2006,0003192710|0001654817|0029528442|0002929350|66049100957|38249005063|0033019218|0036706483|0000433660|67649361726|84986409625|44949277629|0347603904,Review of Economic Studies|Review of Economic Studies|Journal of Political Economy|Review of Economic Dynamics|Handbook of the Economics of Finance|Journal of Monetary Economics|Journal of Political Economy|Economic Theory|Journal of Public Economics|Handbook of Public Economics|Journal of Applied Econometrics|Journal of Monetary Economics|Journal of Economic Dynamics and Control
2-s2.0-33747683529,2006,0345818517|0037461601|29544444806|0039491397|0037453954|0042884168|0001603413,University of Chicago Law Review|New England Journal of Medicine|American Economic Review|International Economic Review|Journal of the American Medical Association|Journal of the American Medical Association|American Economic Review
2-s2.0-33747680392,2006,0001018654|0040515949|0034969712,American Economic Review|Quarterly Journal of Economics|Economics and Politics
2-s2.0-33747666954,2006,0024787179|77956782282|0003109811|0001531066|0000095992|33644656394|84925979628,American Economic Review|Handbook of Macroeconomics|Review of Economic Dynamics|American Economic Review|American Economic Review|Journal of Monetary Economics|Review of Economic Studies
2-s2.0-33747663743,2006,31344440815|0034754775|0036867094|0037636977|0347902514|34248428827|8744257467|84884082572|12844274403|29544443489|30844436627|12144291140,Public Choice|World Bank Economic Review|Quarterly Journal of Economics|Journal of Public Economics|Journal of Law and Economics|Public Choice|Journal of Economic Perspectives|All the News That's Fit to Sell: How the Market Transforms Information into News|Journal of Economic Perspectives|American Economic Review|American Economic Review|Quarterly Journal of Economics
2-s2.0-33747648620,2006,0030209607|0001279276|0031256578|0000019710|38249029282|0039054526|0008547696|0036869744|27644494785|0008894809|1642519740|0000415588|0000438277|33747856809,Journal of Economic Theory|Journal of Economic Theory|Games and Economic Behavior|Games and Economic Behavior|Journal of Economic Theory|Quarterly Journal of Economics|Games and Economic Behavior|Games and Economic Behavior|Journal of Economic Theory|International Journal of Game Theory|Games and Economic Behavior|Games and Economic Behavior|Games and Economic Behavior|International Journal of Game Theory
2-s2.0-33747639927,2006,33750521548|0040111701|0033479459|84952506429|34547101651|84959819316|1842520244|0033477464|84977351222|33847470933|10244225253|1642361879|0036790491|0036696269|23044525741,Journal of Applied Econometrics|Journal of Law and Economics|Journal of Applied Econometrics|Journal of Business and Economic Statistics|Handbook of Labor Economics|Quarterly Journal of Economics|American Economic Review|Journal of Labor Economics|Economic Inquiry|International Review of Law and Economics|Journal of Research in Crime and Delinquency|Criminology|Journal of Business and Economic Statistics|American Sociological Review|Crime and Delinquency
2-s2.0-33747636012,2006,0035614319|0042025016|84960587220|84986833289|33645727688|5544244774|84960569930|0035643462|84959835849|0040519635|1342268955|17544386283|34248369804|21844525276|0010134524|0030305348|84904006781|3042638523|34248388960|84963042138|84972769985,RAND Journal of Economics|International Economic Review|Quarterly Journal of Economics|Managerial and Decision Economics|American Economic Review|Journal of Economic Theory|Quarterly Journal of Economics|RAND Journal of Economics|Review of Economic Studies|Journal of Industrial Economics|Journal of Law and Economics|Games and Economic Behavior|RAND Journal of Economics|RAND Journal of Economics|Journal of Economic Theory|Marketing Science|Review of Economic Studies|American Economic Review|RAND Journal of Economics|Review of Economic Studies|Journalism & Mass Communication Quarterly
2-s2.0-33747634777,2006,0031286434|0038897361|0041743094|16344366279|0033509976|3242876104|0000311879|0000674698,Economics Letters|American Economic Review|Journal of the American Statistical Association|Econometrica|World Bank Economic Review|Economic Journal|Econometrica|Quarterly Journal of Economics
2-s2.0-33747632168,2006,9744281439|22444434886|1642587097|85108911088|0024625337|0031161162|0036930957|33645902171|34250446073|0039842662|0347566058|0005600314|0000016303|0000824393|0034074313|84924460470|0036091177|16344391612,American Economic Review|Journal of the European Economic Association|Economic Theory|B.E. Journal of Theoretical Economics|The Rand journal of economics|Journal of Economic Theory|Journal of Economic Theory|Games and Economic Behavior|Public Choice|Quarterly Journal of Economics|Journal of Economic Theory|Journal of Economic Theory|Econometrica|Econometrica|Journal of Political Economy|Putting Auction Theory to Work|Econometrica|Review of Economic Studies
2-s2.0-33747631579,2006,0001724531|0032870114|0000142298|0001290587|0034029957|0036102751|0010652699|27744437842|2942752019|0347568437|0025621039|0031853928|33747728403|84963060954|77956715697|11844296069|0036742627,Economic Journal|Journal of Political Economy|European Economic Review|American Economic Review|Economic Journal|Journal of Labor Economics|Journal of Economic Growth|International Economic Review|Journal of Economic Growth|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of Political Economy|Journal of the European Economic Association|Review of Economic Studies|Handbook of Macroeconomics|Review of Economic Dynamics|Journal of Monetary Economics
2-s2.0-33747374486,2006,0000602479|0036801220|0012158230|15544372790|0012574389|0034918605|0002519135|0037515358|0346279195|0000943640|66149171626|0001363525|0034955753|0042920977|0011060066|0347020604|31544441365|0026273807|0002043844|0035006044|0036245713|0001890195|0000378597|84959824913|20444367720|77956724779|0027040457|42649091722|0345791564|4644330595|84960609322,Quarterly Journal of Economics|Review of Economic Studies|Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|Oxford Economic Papers|Journal of Economic Growth|Quarterly Journal of Economics|NBER Macroeconomics Annual|American Economic Review|Handbook of Economic Growth|American Economic Review|Journal of Political Economy|American Economic Review|Journal of Economic Growth|Journal of Monetary Economics|Review of Economics and Statistics|Journal of International Economics|Journal of Economic Growth|European Economic Review|Journal of Political Economy|Quarterly Journal of Economics|American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|Handbook of Labor Economics|Quarterly Journal of Economics|Carnegie-Rochester Confer. Series on Public Policy|NBER Macroeconomics Annual|Econometrica|Quarterly Journal of Economics
2-s2.0-33745828390,2006,38249039053|0001660909|84960565609|27744568768|0942267283|0003313336|84977717550|0000149467|0000391884|84959808753|84993921322|84977729119|85018651986|0038521562|33744910102|27644570692|84960557125|84977727359,Journal of Economic Theory|American Economic Review|Quarterly Journal of Economics|Journal of Political Economy|Journal of Political Economy|Journal of Finance|The Journal of Finance|Journal of Economic Theory|Journal of Econometrics|Review of Economic Studies|The Journal of Finance|The Journal of Finance|Journal of Political Economy|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Economic Theory|Review of Economic Studies|The Journal of Finance
2-s2.0-33745692131,2006,0001018654|0012999645|0010786037|45249129762|0030426040|0031662685|0030471262|0000131204|0029526355|84890663370|0040679778|0031401388|0027498610,American Economic Review|American Economic Review|Journal of International Economics|Journal of International Economics|The Uruguay Round. Statistics on tariff concessions given and received|World Economy|American Economic Review|American Economic Review|American Economic Review|Econometrics|Quarterly Journal of Economics|American Economic Review|Journal of Political Economy
2-s2.0-33744548714,2006,1942485041|2542591648|33745813486|33646375435|0032360575|20444469508|0038969032|0344944817|0039888638|0842307401|0038957677|0038978080|84963075943|0032220719|84963071606,Journal of Economic Perspectives|Quarterly Journal of Economics|Review of Economic Studies|Quarterly Journal of Economics|Journal of Consumer Research|Journal of the European Economic Association|Quarterly Journal of Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|American Economic Review|Quarterly Journal of Economics|Review of Economic Studies|Marketing Science|Review of Economic Studies
2-s2.0-33744760782,2006,33744537813|34547371517|30444460887|0002077727,Advances in Agricultural Economic History|Journal of Population Economics|Journal of Economic History|Yale Law Journal
2-s2.0-33744551997,2006,0040435486|33746838431|0041417727|84993843481|0242467607|0010104543|0041488892,Journal of Finance|Journal of Finance|American Economic Review|The Journal of Finance|Journal of Financial Economics|Journal of Business|Journal of Finance
2-s2.0-33744551996,2006,0035019757,European Economic Review
2-s2.0-33744551505,2006,0000553727|0040673264|3042975352|33846248021|0000298570|0034379091|0032864370|1942501565|1042293635,Econometrica|Journal of Economic Literature|Developmental Psychology|Sex Roles|Journal of Youth and Adolescence|Journal of Research on Adolescence|Industrial Relations|Review of Economic Studies|Journal of Public Economic Theory
2-s2.0-33744551504,2006,0036388351|0028570574|84924512038|0037279159,Journal of Conflict Resolution|Population & Development Review|Institutions and the Path to the Modern Economy: Lessons from Medieval Trade|Cross-Cultural Research
2-s2.0-33744551231,2006,0023519788|4344617968|0038146833|56549110529|0036867083|33645324476|0000132908|0000443465|0001194249|84939534956|25144441761|84888824227,The Journal of Economic History|Journal of Economic Growth|Quarterly Journal of Economics|Handbook of Economic Growth|Quarterly Journal of Economics|Review of Economic Studies|American Economic Review|American Economic Review|Journal of Economic Theory|The Lever of Riches: Technological Creativity and Economic Progress|Journal of Economic Growth|Review of Economic Studies
2-s2.0-33744550967,2006,0001592177|0347372455|0040925659|0040289948|0036338796|4043153464|0344943309,"Journal of Business Finance and Accounting|Financial Analysts Journal|Journal of Finance|Journal of Financial and Quantitative Analysis|Journal of Financial Economics|Journal of Economic Perspectives|Journal of Law, Economics, and Organization"
2-s2.0-33744549818,2006,4243442002|0036000474|22144488789|18844377295,"Review of Economic Studies|Journal of Industrial Economics|Journal of Economic Perspectives|Journal of Law, Economics, and Organization"
2-s2.0-33744548997,2006,0141538285|33744548997,Journal of International Economics|American Economic Review
2-s2.0-33744547849,2006,2942546923|0038897369,Oxford Economic Papers|American Economic Review
2-s2.0-33744547354,2006,,
2-s2.0-33744546857,2006,0347594822|0040757909|66149154244|21944440188|0141958646|0039486606|3042735778|0037355552|0036314604|66249137142|9444283178|84884048267|0029668164,Climate Policy|Foreign Affairs|Handbook of Environmental Economics|Environmental Modeling and Assessment|Energy Policy|Journal of Economic Perspectives|Journal of Economic Perspectives|Journal of Environmental Economics and Management|Journal of Public Economics|Handbook of Environmental Economics|Environment|The Collapse of the Kyoto Protocol and the Struggle to Slow Global Warming|Nature
2-s2.0-33744545262,2006,0000979996|0036867885|84924499421|0000066662,American Economic Review|Quarterly Journal of Economics|Economic Origins of Dictatorship and Democracy|American Economic Review
2-s2.0-33744543483,2006,0037824421|0141906207,World Bank Economic Review|Journal of Development Economics
2-s2.0-33744543480,2006,28244498701|2442638906|33744534237,Journal of Monetary Economics|American Economic Review|American Economic Review
2-s2.0-33744543093,2006,0742303353|0001281744|2942546923|0037307791|84896211678|2442602908|4544366642,American Economic Review|Journal of Economic Growth|Oxford Economic Papers|American Political Science Review|Dealing with Terrorism: Stick or Carrot?|Journal of Economic Perspectives|Journal of Political Economy
2-s2.0-33744542854,2006,0002939813|9144253313,Energy Journal|Energy Economics
2-s2.0-33744542108,2006,,
2-s2.0-33744542107,2006,0001289740|0027770211|33747708821|0037331911,Econometrica|Journal of Political Economy|American Economic Review|Quarterly Journal of Economics
2-s2.0-33744542104,2006,,
2-s2.0-33744541850,2006,33744505887|0043205456|26444495483|33847790069|32544439546|0036187529|33744528132,American Economic Review|Review of Economic Dynamics|Quarterly Journal of Economics|Journal of the European Economic Association|Journal of Economic Literature|Review of International Economics|American Economic Review
2-s2.0-33744541594,2006,0036264397,Pacific Economic Review
2-s2.0-33744541361,2006,0038771861|0036187549|84934563593,American Economic Review|Journal of Political Economy|Journal of Political Economy
2-s2.0-33744541116,2006,2542427486|21144436811|0038521562,Journal of Economic Dynamics and Control|Journal of Financial and Quantitative Analysis|Journal of Monetary Economics
2-s2.0-33744540611,2006,0034115244|0346072462,Journal of Political Economy|American Economic Review
2-s2.0-33744540121,2006,45349111945|0036866084|0009285303|43949166039|84981853724,Journal of Monetary Economics|Quarterly Journal of Economics|European Economic Review|Journal of Monetary Economics|American Economic Review
2-s2.0-33744539366,2006,0031462335|0031437660|0030842139|0022947449|84960565386|84908935915|0026316050,Health Care Financing Review|Journal of Health Economics|Journal of Health Economics|Journal of economic literature|Quarterly Journal of Economics|State Health Insurance Market Reform: Toward Inclusive and Sustainable Health Insurance Markets|Journal of Health Economics
2-s2.0-33744539119,2006,10744222521|4043130984|17144379983|15544364727|77956724779|39149096939|0038718854,Journal of Economic Theory|American Economic Review|Journal of Urban Economics|Journal of Economic Literature|Handbook of Labor Economics|Labour Economics|SIAM Review
2-s2.0-33744538093,2006,0039105971|20444391354,American Economic Review|Quarterly Journal of Economics
2-s2.0-33744537085,2006,17044415719|33744508904|1842554285|33744537085|0009480521,Journal of Economic Perspectives|American Economic Review|Evolution and Human Behavior|American Economic Review|Journal of Economic Literature
2-s2.0-33744536252,2006,31344441352|84984052626|43949165147|0040753509|0040655447,Journal of Monetary Economics|Real Estate Economics|Journal of Housing Economics|Journal of Housing Economics|Journal of Housing Economics
2-s2.0-33744535003,2006,0346279155|0036867964|15844380214|33745865139|0036742601,NBER Macroeconomics Annual|Quarterly Journal of Economics|Journal of Political Economy|Review of Economic Studies|Journal of Monetary Economics
2-s2.0-33744534759,2006,0035588871,Journal of Economic Education
2-s2.0-33744534511,2006,0037478462|0032986268|0006070524|84960604076,Journal of Comparative Economics|Economics of Transition|Quarterly Journal of Economics|Quarterly Journal of Economics
2-s2.0-33744533646,2006,84881519920|1142302930|33744532331|7444231392|33744512917,Journal of Economic Education|Journal of Economic Education|American Economist|Journal of Economic Education|American Economic Review
2-s2.0-33744532878,2006,4043081302|27144539957|0042575527|0036059598,American Economic Review|Federal Reserve Bank of St. Louis Review|Journal of Monetary Economics|International Finance
2-s2.0-33744532358,2006,5444224110|13444250146|0039175605,European Economic Review|Topics in Economic Analysis and Policy|RAND Journal of Economics
2-s2.0-33744532109,2006,4043084137,Journal of Economic Perspectives
2-s2.0-33744531608,2006,66049089491|0032443201|0025584684,Handbook of Economic Growth|The analysis of household surveys: a microeconomic approach to development policy|American Economic Review
2-s2.0-33744531374,2006,,
2-s2.0-33744530882,2006,10844282904|28244482624,International Journal of Finance and Economics|Cato Journal
2-s2.0-33744528861,2006,84962698725|27144552265,Review of Economic Studies|IMF Staff Papers
2-s2.0-33744528616,2006,27144445236|0036856110|84963069268|0017763912,Social Forces|Population and Environment|Social Forces|Human Genetics
2-s2.0-33744528135,2006,3142705749|33744504907|0141797477|33747753813,Political Science Quarterly|American Political Science Review|American Political Science Review|Journal of Economic Perspectives
2-s2.0-33744528132,2006,0039296397|0003012829|0036187529,Brookings Papers on Economic Activity|IMF Staff Papers|Review of International Economics
2-s2.0-33744527864,2006,27344449181|31244435603|0043171155|1642268919|0033470552|0037677789|0036693747|84896218285,Journal of Political Economy|Research Policy|Journal of Law and Economics|Econometrica|Journal of Business and Economic Statistics|Review of Economics and Statistics|Journal of Political Economy|Emerging Telecommunications Networks
2-s2.0-33744527009,2006,2442528264|23444452259|0035596099,Review of Economics and Statistics|American Economic Review|American Educational Research Journal
2-s2.0-33744525436,2006,0009285303|0020414857|0039172899|0036248088,European Economic Review|Economic Journal|American Economic Review|Applied Economics
2-s2.0-33744524619,2006,33744510416|4043063785|0000509547|0034981005|4043104130|33744505656|0037399534,American Economic Review|Journal of Economic Education|Journal of Economic Perspectives|Journal of Human Resources|American Economic Review|American Economic Review|Economics of Education Review
2-s2.0-33744524114,2006,0036228496|0036220353,American Sociological Review|Population and Environment
2-s2.0-33744524113,2006,0033382860|0012328634|0029487627|33645103431|33744540102,Journal of Political Economy|American Economic Review|Journal of Political Economy|Journal of Political Economy|Journal of the European Economic Association
2-s2.0-33744523374,2006,26444595536|4043069913,Quarterly Journal of Economics|American Economic Review
2-s2.0-33744522616,2006,0000179335|0041047743|0032269415,Economic Journal|Economic Inquiry|RAND Journal of Economics
2-s2.0-33744522121,2006,26444595536|0003164748,Quarterly Journal of Economics|Journal of Financial Economics
2-s2.0-33744521611,2006,0000360404|0000078664,Journal of Economic Growth|Journal of Economic Perspectives
2-s2.0-33744520857,2006,0035628153|0002831095|84952173852|0042575527,Brookings Papers on Economic Activity|Journal of Economic Perspectives|Journal of Business and Economic Statistics|Journal of Monetary Economics
2-s2.0-33744519667,2006,33646782242|0005402638|27744490318|0034375693,Industrial and Labor Relations Review|Journal of Economic Perspectives|Journal of Labor Economics|Journal of Labor Economics
2-s2.0-33744519411,2006,49149133931|2442455826,"Carnegie-Rochester Confer. Series on Public Policy|Journal of Money, Credit and Banking"
2-s2.0-33744519134,2006,,
2-s2.0-33744519132,2006,0006761611|0003170891|0001759920|0001026456|0036234941,Journal of Finance|Journal of Financial Economics|Journal of Economic Literature|Journal of Finance|Journal of Financial Economics
2-s2.0-33744518120,2006,33847552865|70350123280,Handbook of Industrial Organization|Handbook of Industrial Organization
2-s2.0-33744517618,2006,0000104607|29244491906|0345016471|0036448973|77956724779|33747708821|0037331911,American Economic Review|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Labor Economics|Handbook of Labor Economics|American Economic Review|Quarterly Journal of Economics
2-s2.0-33744517398,2006,3142683967|0001343896|84883926830|0039176437|84957949812|0002888260|10444258075|0041148282|0026286642|0000284929|0036693738|4043126720|13244292267,Journal of Political Economy|Quarterly Journal of Economics|Women Don't Ask: Negotiation and the Gender Divide|Journal of Labor Economics|The Economics of Labor Force Participation|Quarterly Journal of Economics|Quarterly Journal of Economics|Explorations in Economic History|American Economic Review|Journal of Economic History|Journal of Political Economy|Journal of Economic Perspectives|Review of Economic Studies
2-s2.0-33744517394,2006,77957307882|33744525404,Journal of the European Economic Association|Journal of the European Economic Association
2-s2.0-33744517145,2006,68349086051|0031501143|5644292301|84884027150|3142577533,"Economics of Innovation and New Technology|California Management Review|Journal of Industrial Economics|Innovation and Its Discontents: How Our Broken Patent System is Endangering Innovation and Progress, and What to Do About It|Management Science"
2-s2.0-33744515859,2006,,
2-s2.0-33744515357,2006,,
2-s2.0-33744514890,2006,0011574501,Journal of Economic Perspectives
2-s2.0-33744514371,2006,4444230266,Journal of Risk and Uncertainty
2-s2.0-33744512917,2006,0000039345|0032354134|0742323788|33646400547|18144371951,Journal of Economic Literature|Journal of Economic Education|Southern Economic Journal|Journal of Economic Education|Learning and Individual Differences
2-s2.0-33744512160,2006,0012419711|4344717440|84884027150|22144437353|0036843217,"International Journal of Industrial Organization|Journal of Economics and Management Strategy|Innovation and Its Discontents: How Our Broken Patent System is Endangering Innovation and Progress, and What to Do About It|Journal of Economic Perspectives|Economica"
2-s2.0-33744510900,2006,33646922090|17444399006|0037331902|84885569259|0033211941|0036867964|0013082741|84939612838|0003122972|0038521562|84959776155,Review of Financial Studies|Economic Theory|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Monetary Economics|Quarterly Journal of Economics|American Economic Review|Review of Economic Studies|Journal of Economic Dynamics and Control|Journal of Monetary Economics|American Economic Review
2-s2.0-33744510417,2006,27144511893|33744537813|2942737177|3042731753|0034336222|84963069268|0000530779|0033789857,Journal of Interdisciplinary History|Advances in Agricultural Economic History|Journal of Mental Health Policy and Economics|Pacific Economic Review|Social Forces|Social Forces|Journal of Econometrics|American Sociological Review
2-s2.0-33744510416,2006,0040887789|0011767821|33744505656,American Journal of Agricultural Economics|Journal of Economic Perspectives|American Economic Review
2-s2.0-33744510148,2006,2442662831|0742306523|4344717440|0040078326|84884027150|22144437353|0036843217,"RAND Journal of Economics|International Review of Law and Economics|Journal of Economics and Management Strategy|Journal of Economic Perspectives|Innovation and Its Discontents: How Our Broken Patent System is Endangering Innovation and Progress, and What to Do About It|Journal of Economic Perspectives|Economica"
2-s2.0-33744509650,2006,3142741680|0344120780|0037331911|30844461036,National Tax Journal|Journal of Political Economy|Quarterly Journal of Economics|American Economic Review
2-s2.0-33744509649,2006,0000674698,Quarterly Journal of Economics
2-s2.0-33744509149,2006,0012255913|14544285541,American Economic Review|IMF Staff Papers
2-s2.0-33744509147,2006,15544364727,Journal of Economic Literature
2-s2.0-33744508904,2006,0001343896|4444325421|0037452939|33747166110|1842554285|33744537085|0034194930,Quarterly Journal of Economics|Journal of Economic Behavior and Organization|Proceedings of the National Academy of Sciences of the United States of America|Journal of Economic Behavior and Organization|Evolution and Human Behavior|American Economic Review|Social Psychology Quarterly
