eid,year,group,has_discussion,references,journals
2-s2.0-0038353805,2001,EFFE,0,0041077402|70449089152|0006260747|0000908969|43949165060,American Economic Review|Handbook of Macroeconomics|Quarterly Journal of Economics|Journal of Econometrics|Carnegie-Rochester Confer. Series on Public Policy
2-s2.0-33747718069,2003,EFCE,0,0012676289|0030659729|0037596892|0039768872|15844392342|0038673349|10044222070|0036275141|0000638151|0033963790|0039862012|0040360986|77956739087|38249007132|85018651986|2942741209|20744445987|0006122293,"Quarterly Journal of Economics|Journal of Political Economy|Review of Economics and Statistics|Brookings Papers on Economic Activity|Journal of Political Economy|International Economic Review|Journal of Economic Growth|Review of Economic Dynamics|American Economic Review|European Economic Review|Journal of Labor Economics|Journal of Money, Credit and Banking|Handbook of Macroeconomics|Research Policy|Journal of Political Economy|American Economic Review|Journal of Applied Econometrics|Journal of Economic Perspectives"
2-s2.0-52949128714,2007,EFCE,0,84963036850|0025620817|0010108855|0036791282|34249858533|0010655661|0000889146|0346401594|2542460624|0000605080|34347341693|84963060954|40449101002|42749096889|20444394073,Quarterly Journal of Economics|Quarterly Journal of Economics|International Economic Review|Economics Letters|Quarterly Journal of Economics|Review of Economic Dynamics|European Economic Review|Review of Economic Dynamics|Journal of Political Economy|Journal of Monetary Economics|Review of Economic Dynamics|Review of Economic Studies|Review of Economic Studies|Journal of Economic Behavior and Organization|American Economic Review
2-s2.0-78751638336,2009,EFEL,1,0034079058|0038624624|0038662520|77957294948|47749120440|0035261932|0041029533|0042352664|43049168955|75749128664|34247624619|33947407621|77952886729,"Journal of Political Economy|Journal of Banking and Finance|Journal of Economic Theory|Journal of the European Economic Association|Review of Economic Studies|Management Science|Journal of Money, Credit and Banking|Journal of Money, Credit and Banking|Journal of Monetary Economics|Contemporary Economic Policy|Journal of Economic Dynamics and Control|Physica A: Statistical Mechanics and its Applications|Journal of Financial Intermediation"
2-s2.0-0037244925,2001,EFFE,0,0012692686|0040747426|0031161196|0005880209|0035402387|1842715601|0041308591|0035998186|84952533519|0002643479|0040485278|0040517321|0035648379|0036012995|0036403501|0035592442|0000833419|0000138293|42449156579|70350121603|0000658462|0002691865|0035603996|0033408312|0000235618|84962992067|0031327745|0034385175|0032356952|0000506834|0347623647|0040715916,Journal of Finance|Journal of Finance|Journal of Empirical Finance|International Economic Review|Journal of Financial Economics|Journal of the American Statistical Association|Journal of Empirical Finance|Journal of Business and Economic Statistics|Journal of Business and Economic Statistics|Journal of Econometrics|Journal of Econometrics|Journal of Finance|Journal of the Royal Statistical Society. Series B: Statistical Methodology|Journal of the Royal Statistical Society. Series B: Statistical Methodology|Journal of Applied Econometrics|Review of Financial Studies|Journal of Econometrics|Journal of Empirical Finance|Journal of Econometrics|Handbook of Econometrics|Journal of Econometrics|Journal of Econometrics|Review of Economics and Statistics|Review of Financial Studies|Journal of International Money and Finance|Review of Economic Studies|Econometric Theory|Review of Economics and Statistics|Mathematical Finance|Journal of International Money and Finance|International Economic Review|Review of Economics and Statistics
2-s2.0-4143124696,2003,EFFE,0,0345912354|0001149688|0002877670|45549113756|0036002890|0002925890|0035589533|0036005248|43949165060|84884050052,Journal of Economic Perspectives|Journal of Econometrics|Journal of Economic Dynamics and Control|Carnegie-Rochester Confer. Series on Public Policy|Macroeconomic Dynamics|American Economic Review|Review of Economics and Statistics|Scandinavian Journal of Economics|Carnegie-Rochester Confer. Series on Public Policy|Interest and Prices: Foundations of a Theory of Monetary Policy
2-s2.0-2142822769,2002,EFFE,0,0036150715|46149132351|85018262985|85016078433|0036105157|84981676740|43949155590|0002027984|0033445202|0030356207|0037647478|1142289557|0033173977|0000847864|84974143133|0037388054|0032345763|0345510809|38249011258|0346703006|0001353625|84981611585|84986397972,Journal of Banking and Finance|Carnegie-Rochester Confer. Series on Public Policy|Brookings Papers on Economic Activity|American Economic Review|Journal of Banking and Finance|Oxford Bulletin of Economics and Statistics|Carnegie-Rochester Confer. Series on Public Policy|Journal of Banking and Finance|Review of Economics and Statistics|Econometrica|Economic Journal|Journal of the American Statistical Association|Journal of International Money and Finance|Journal of Banking and Finance|Econometric Theory|Journal of Business and Economic Statistics|Journal of Business and Economic Statistics|Journal of Economic Dynamics and Control|Journal of Econometrics|Journal of Econometrics|Journal of Econometrics|Oxford Bulletin of Economics and Statistics|Journal of Applied Econometrics
2-s2.0-69249240199,2001,EFEL,1,21244501703|0035592442|85015692260|38249012084|84957363402|0039890025|0141719144|34548536224|0001931927|0002560703|0001266334|84977725243|0001028301|0001913087,NBER Macroeconomics Annual|Review of Financial Studies|Journal of Political Economy|European Economic Review|Quarterly Journal of Economics|American Economic Review|Journal of Economic Theory|Review of Economic Studies|Journal of Economic Theory|Journal of Mathematical Economics|Journal of Mathematical Economics|The Journal of Finance|Review of Economic Studies|Journal of Financial Economics
2-s2.0-0036115670,2000,AP,1,0031094164|0001949247|0000909526|0039401916|8744258405|34250890715|38549147867|84993845943|0013413658|0035581626|0012166025|84993907227|0041075295|84993888629|0039064917|21144470684|84924508526,Journal of Portfolio Management|Journal of Financial Economics|Journal of Accounting and Economics|Review of Financial Studies|Journal of Finance|Journal of Financial Economics|Journal of Financial Economics|The Journal of Finance|Journal of Finance|Review of Financial Studies|Journal of Finance|The Journal of Finance|Journal of Finance|The Journal of Finance|Journal of Finance|Journal of Business and Economic Statistics|The Journal of Finance
2-s2.0-73949118979,2006,ME,0,2942729846|3142686236|85010390101|16244364373|33645729899|84982953439|33645570948|35948976986|0032716739|0024437682,"American Economic Review|Journal of Money, Credit and Banking|Journal of Political Economy|Journal of Finance|American Economic Review|A Monetary History of the United States, 1867-1960|Financial History Review|Journal of Economic History|Journal of Economic History|Explorations in Economic History"
2-s2.0-22144493780,2000,EFCE,0,0001497486|8744302666|38248999435|0041723583|0033970641|0036741810|48749143178|0036655918|0040364531|0000752458|0036339136|0003314941|15844370501|0036340669|0001532134|84926116347|0035177511|0036340855|0034952731|0034451233|0347660733|0042273578|0029532393|0033953153|2142683087|0033970329|84884050052|0030119294,"American Economic Review|Journal of the European Economic Association|Journal of International Economics|Review of Economic Studies|Journal of International Economics|Journal of Monetary Economics|Journal of Monetary Economics|Review of Economic Studies|Journal of Economic Literature|American Economic Review|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Monetary Economics|Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume III|Journal of International Economics|Journal of Monetary Economics|Journal of International Economics|Oxford Review of Economic Policy|Journal of International Economics|Carnegie-Rochester Confer. Series on Public Policy|Journal of Political Economy|Journal of International Economics|Journal of Monetary Economics|Journal of International Economics|Interest and Prices: Foundations of a Theory of Monetary Policy|Journal of Monetary Economics"
2-s2.0-3142711109,2002,ME,0,0347540118|48749143178|0002653130|0006260747|0040322024|0001532134|84982953439|0033211941|0002831095|0033211668|77956739087|0029729137|1842762401|0042664194|0345982186|0036204588|84884050052,"NBER Macroeconomics Annual|Journal of Monetary Economics|Journal of Economic Theory|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Monetary Economics|A Monetary History of the United States, 1867-1960|Journal of Monetary Economics|Journal of Economic Perspectives|Journal of Monetary Economics|Handbook of Macroeconomics|Applied Economics|Journal of Money, Credit and Banking|Macroeconomic Dynamics|NBER Macroeconomics Annual|Journal of Monetary Economics|Interest and Prices: Foundations of a Theory of Monetary Policy"
2-s2.0-20444432745,2003,ME,0,0038893702|0003121816|84922225988|0002008874|48749143178|0040364531|0036339136|84889281816|0033211941|0347799008|0002831095|20644443898|0036867964|84939612838|0345982186|0038521562|0346507228|0142087031|0000529574|1842812853|84884050052,"American Economic Review|International Finance|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Economic Literature|Journal of Monetary Economics|Elements of Information Theory|Journal of Monetary Economics|NBER Macroeconomics Annual|Journal of Economic Perspectives|Economic Journal|Quarterly Journal of Economics|Review of Economic Studies|NBER Macroeconomics Annual|Journal of Monetary Economics|Journal of Economic Perspectives|Journal of Monetary Economics|European Economic Review|Journal of Money, Credit and Banking|Interest and Prices: Foundations of a Theory of Monetary Policy"
2-s2.0-84924561367,2009,RISK,1,84865558621|78649869872|0037564563|0033966546|84887508474|79851511270|36248976575|33750012864|0000262432|85016834058|0030527404|14944344261|0002064709|84921768895|85011655177|84901362556|84899798160|0742304045|34250158085|84919774267|65249166513|12344330813,"Journal of Financial Economics|Handbook of Monetary Economics|Economics Letters|Economic Journal|Journal of Finance|Journal of Financial Economics|Journal of Financial Intermediation|Journal of Banking and Finance|Journal of Banking and Finance|American Economic Review|Review of Economics and Statistics|Journal of Finance|Journal of Monetary Economics|Journal of Money, Credit and Banking|Journal of Economic Perspectives|Journal of Economic Dynamics and Control|Journal of Money, Credit and Banking|Journal of Financial Intermediation|Journal of Financial Intermediation|Microeconometrics of Banking: Methods, Applications, and Results|Review of Finance|Journal of Finance"
2-s2.0-0036340855,2002,EFCE,0,0002562113|0001497486|45149143904|48749143178|0040364531|0000752458|0036219920|0001532134|84959841139|0001167859|0000769798|0030147088|0035177511|0001033126|0034952731,Journal of Monetary Economics|American Economic Review|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Economic Literature|American Economic Review|Journal of Monetary Economics|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of Political Economy|Journal of International Money and Finance|Journal of Economic Dynamics and Control|Journal of International Economics|Journal of Economic Dynamics and Control|Journal of International Economics
2-s2.0-0142055330,2000,IFM,1,0039843719|85016078433|0000462914|43949155590|0031206539|84959805338|0030163502|48549113655|0031510344|0000098636|0036250881|0010970933|0005674560|38249015592|0030361278|0033372468|0000786475|0347392838|0001090776|0001763917,Journal of Finance|American Economic Review|Journal of Monetary Economics|Carnegie-Rochester Confer. Series on Public Policy|Journal of Monetary Economics|Quarterly Journal of Economics|Journal of Empirical Finance|Journal of Monetary Economics|Journal of Business and Economic Statistics|European Economic Review|Journal of Applied Econometrics|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Monetary Economics|Brookings Papers on Economic Activity|Journal of International Economics|Journal of Economic Literature|International Economic Review|Econometrica|Journal of Monetary Economics
2-s2.0-0035171249,2000,ME,0,0002843353|85005350456|77956725150|0031670190|0040364531|0003288089|0031752356|0031256762|0030691138|0033148105|0033174005,Journal of Economic Perspectives|Contemporary Economic Policy|Handbook of Macroeconomics|European Economic Review|Journal of Economic Literature|IMF Occasional Papers|IMF Occasional Papers|Journal of Monetary Economics|Annual World Bank conference on development economics 1996|Journal of Monetary Economics|Journal of International Money and Finance
2-s2.0-79955923527,2005,EFCE,0,0039131029|84959849951|34548817871|77954342416|3142725770|0013006523|0001185608|84980146507|34250671646|79952159560|77952675734|0002318314|0030078454|0035530155|16244381134|49149133931|43949174644|33847643317|21044441270|52749087887|85015256306|43049162654|0002187212,"International Economic Review|Review of Economic Studies|Journal of Monetary Economics|Journal of Economic Theory|Journal of Money, Credit and Banking|Journal of Monetary Economics|Economics Letters|Journal of Econometrics|Journal of Economic Theory|American Economic Review|Journal of Monetary Economics|Journal of Economic Theory|Journal of Monetary Economics|Macroeconomic Dynamics|Journal of Economic Theory|Carnegie-Rochester Confer. Series on Public Policy|Journal of Monetary Economics|Journal of Monetary Economics|International Economic Review|Journal of Monetary Economics|Journal of Political Economy|Journal of Monetary Economics|Journal of Economic Theory"
2-s2.0-84874832977,2009,CF,1,0002893643|0037564563|0035585156|0040332008|0344895869|0345447671|0001650996|46549097378|84993897491|0000838266|49549102442|1342328634|0001654625|84993858218|0001094026|0032343987|84948892850|0348194856|33846190557|7444234268|84861328737|6344230194|0030359833|44849123229|46049117276|15544376362|0039863974|70349464847|0346307687|78249277426,"Journal of Political Economy|Economics Letters|Journal of Business and Economic Statistics|Journal of Economic Perspectives|Quarterly Journal of Economics|Quarterly Journal of Economics|Journal of Financial Economics|Journal of Accounting and Economics|The Journal of Finance|Journal of Economic Literature|Journal of Economics and Management Strategy|Journal of Accounting and Economics|Quarterly Journal of Economics|The Journal of Finance|Journal of Financial Economics|Journal of Economic Education|Review of Economic Studies|American Economic Review|Journal of Finance|Journal of Financial Economics|Journal of Finance|Journal of Finance|Journal of Law, Economics, and Organization|Review of Financial Studies|Journal of Economic Literature|Quarterly Journal of Economics|Quarterly Journal of Economics|Review of Financial Studies|Econometrica|Journal of Finance"
2-s2.0-67849133197,2007,AP,1,0036425457|84979347383|34247346581|41649100866|0037905686|0142023951|33746832946|0035608458|85015692260|0031514514|33748774136|0009915555|39349092497|12144268313|33746836166|33746814380|0037213303|0345447667|84959821636|0001791968|25844509862|25844520759|20444418725|0008766361|0036221014|24044504223|49449111363|84977325646|33644654620|33645751688|34250890715|33947213323|84977705354|0038464572,Review of Financial Studies|Journal of Forecasting|Journal of Monetary Economics|Journal of Finance|Journal of Monetary Economics|Journal of Financial Economics|Journal of Finance|Journal of Real Estate Finance and Economics|Journal of Political Economy|Review of Financial Studies|Journal of Finance|Journal of Finance|Review of Financial Studies|Journal of Financial Economics|Journal of Finance|Journal of Finance|Journal of Financial Economics|Quarterly Journal of Economics|Review of Economic Studies|American Economic Review|Review of Financial Studies|Review of Financial Studies|American Economic Review|Journal of Finance|Journal of Financial Economics|International Journal of Forecasting|Review of Financial Studies|The Journal of Finance|Journal of Monetary Economics|Review of Financial Studies|Journal of Financial Economics|Journal of Finance|The Journal of Finance|Journal of Financial and Quantitative Analysis
2-s2.0-84926406988,2009,EFFE,0,25844494232|38849185417|33846643606|16244373041|49449084242|77956589432|0003047270|29244443447|9544235204|33747056903|63849144441|84857066583|33646891543|0346389567|0034367314|68249136965|84888921767|79954595964|37849187266|33750536645|36949024935|49449095257|0032710597|30744454344|11344278864|41549155583|0033445337|0037403617|0012462939|34547650757|84977732024|61349143051|84993877356|21844495052|33344454502,"Economic Inquiry|Review of Economics and Statistics|Journal of Forecasting|Journal of Finance|Review of Financial Studies|Quarterly Journal of Economics|Journal of Econometrics|Econometric Reviews|Journal of Econometrics|Journal of Money, Credit and Banking|Oxford Bulletin of Economics and Statistics|Journal of Business and Economic Statistics|Journal of Business|Journal of Econometrics|Econometric Theory|Journal of Business and Economic Statistics|Journal of the American Statistical Association|Journal of Financial Economics|Oxford Bulletin of Economics and Statistics|Econometrica|Econometric Reviews|Review of Financial Studies|Empirical Economics|Journal of Business|Econometric Reviews|Journal of Money, Credit and Banking|Journal of Applied Econometrics|Journal of International Economics|Journal of Finance|Journal of Econometrics|The Journal of Finance|Journal of International Economics|The Journal of Finance|Journal of the American Statistical Association|Journal of Empirical Finance"
2-s2.0-51749084397,2006,PERE,1,18744366420|84988122205|85077390164|0035591360|0039146068|0037322648|0037259083|21044443306|0030269024|84960609570|0036076740|38249008801|0031329335|66049107149|84925068967|0031506825,Econometrica|Journal of Economics & Management Strategy|RAND Journal of Economics|Journal of Labor Economics|RAND Journal of Economics|Review of Economics and Statistics|Journal of Urban Economics|Journal of Political Economy|Journal of Economic Theory|Quarterly Journal of Economics|Econometrica|Journal of Urban Economics|Review of Economics and Statistics|Handbook of Regional and Urban Economics|Discrete Choice Methods with Simulation|Journal of Applied Econometrics
2-s2.0-78650966409,2006,EFFE,0,0037277111|0036221554|0037596892|0038182831|0038673349|22544448098|68249136965|0034364595|0034982967|1642324121|24644522163|0035634831|33847296651|34250778808|62549140553|70350323731|0036970448|0036005160|33746382532|33749156897,"Econometrica|Econometrica|Review of Economics and Statistics|Journal of Monetary Economics|International Economic Review|Journal of Money, Credit and Banking|Journal of Business and Economic Statistics|Review of Economics and Statistics|Economic Journal|Journal of Econometrics|Journal of the American Statistical Association|Econometric Theory|Econometric Reviews|Journal of the American Statistical Association|Journal of Time Series Analysis|Journal of the American Statistical Association|Journal of the American Statistical Association|Journal of Business and Economic Statistics|Journal of Business and Economic Statistics|Journal of Monetary Economics"
2-s2.0-18744363321,2000,IFM,1,45149143904|0036589495|0033938149|84977724306|0032750483|58149364107|0032348109|43949170263|77956852950|0042273578|0039193070|0039648383|38149145682|0000659363,Journal of Monetary Economics|Quarterly Journal of Economics|Journal of International Economics|The Journal of Finance|Canadian Journal of Economics|Journal of Monetary Economics|Review of Financial Studies|Carnegie-Rochester Confer. Series on Public Policy|Handbook of International Economics|Carnegie-Rochester Confer. Series on Public Policy|NBER Macroeconomics Annual|Journal of Finance|Journal of Monetary Economics|Journal of International Money and Finance
2-s2.0-77649165513,2009,EFCE,0,33847645917|17444399006|70149101134|34250347757|36749010137|4043170578|0002830949|33847690371|4544375139|33847668476|0012120028|85016078433|34247372674|70449089152|0000198452|84926116347|21244499323|0036147398|0347799008|0039862012|33751189676,"Journal of Monetary Economics|Economic Theory|Journal of the European Economic Association|Econometrica|Journal of the European Economic Association|American Economic Review|Journal of Monetary Economics|American Economic Review|Journal of Monetary Economics|American Economic Review|Quarterly Journal of Economics|American Economic Review|Econometrica|Handbook of Macroeconomics|American Economic Review|Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume III|NBER Macroeconomics Annual|Journal of Monetary Economics|NBER Macroeconomics Annual|Journal of Labor Economics|Journal of Monetary Economics"
2-s2.0-0037347145,2000,EFCE,0,77956767363|0000047175|84952201122|0000096937|0001336356|0033963790|0030507889|0031352533|33751189676|0027601994|77956739087|15244363192|1542605466|0031374315|0032451887|34147175261|77956750491|0036313273,Handbook of Macroeconomics|Econometrica|Journal of Business and Economic Statistics|American Economic Review|Review of Economic Dynamics|European Economic Review|Journal of Business and Economic Statistics|Macroeconomic Dynamics|Journal of Monetary Economics|Operations Research|Handbook of Macroeconomics|Journal of Monetary Economics|NBER Macroeconomics Annual|Macroeconomic Dynamics|Journal of Political Economy|Journal of Monetary Economics|Handbook of Macroeconomics|Journal of Political Economy
2-s2.0-39149091436,2002,EFEL,1,0038876838|0011775722|0000200161|0033448264|33947709325|84962999023|0035647780|0040807100|55149105711|17044375099|77956767363|0000047175|0009900587|33745841282|0000096937|84891010016|0001336356|0006600768|0042367502|0035643276|0000028238|0347503106|0037347145|34247400740|0242721133,Review of Economic Studies|American Economic Review|Journal of Monetary Economics|Review of Economics and Statistics|Review of Economic Studies|Review of Economic Studies|Economics Letters|Brookings Papers on Economic Activity|Handbook of Econometrics|RAND Journal of Economics|Handbook of Macroeconomics|Econometrica|Journal of Economic Dynamics and Control|Review of Economic Studies|American Economic Review|Investment under Uncertainty|Review of Economic Dynamics|European Economic Review|Economics Letters|Review of Economics and Statistics|Journal of Monetary Economics|NBER Macroeconomics Annual|Journal of Monetary Economics|Journal of Monetary Economics|Review of Economics and Statistics
2-s2.0-0036417649,2000,EFFE,0,0011836910|0005880209|0035402387|1842715601|0035648379|0036012995|0000833419|0001958038|84993842144|84892911208|0002229006|21344485968|0002425919|45949117024|27844549943|0030242133|21144448250|84977719043|21144474654|0039573714|0001104057|0000942739|0040609269|0011889758|85025724501|0842316847,Journal of Finance|International Economic Review|Journal of Financial Economics|Journal of the American Statistical Association|Journal of the Royal Statistical Society. Series B: Statistical Methodology|Journal of the Royal Statistical Society. Series B: Statistical Methodology|Journal of Econometrics|Journal of Econometrics|The Journal of Finance|Journal of Business and Economic Statistics|Journal of Econometrics|Journal of Business and Economic Statistics|Journal of Econometrics|Journal of Financial Economics|Journal of Econometrics|Journal of Financial Economics|Journal of Econometrics|The Journal of Finance|Journal of Financial and Quantitative Analysis|Review of Economics and Statistics|Journal of Empirical Finance|Journal of Business and Economic Statistics|Journal of Business and Economic Statistics|Journal of Empirical Finance|Topics in Catalysis|Journal of Econometrics
2-s2.0-22544462807,2002,EFFE,0,0037277111|0036221554|0035641322|0012396692|0035392123|0003047270|84926128091|68249136965|0031571253|0141799949|0012806407|0001660088|0242510033|0041879210|0039573714|43949168783|0037307624|0036005160|0031329532|84981375164|0002226418|0030353235|38249000331|0024944645,"Econometrica|Econometrica|Macroeconomic Dynamics|International Economic Review|IEEE Transactions on Neural Networks|Journal of Econometrics|Advances in Economics and Econometrics: Theory and Applications, Eighth World Congress, Volume III|Journal of Business and Economic Statistics|Economics Letters|Journal of Monetary Economics|International Journal of Forecasting|Journal of Business and Economic Statistics|Review of Economics and Statistics|Journal of The Japanese and International Economies|Review of Economics and Statistics|Journal of Econometrics|European Economic Review|Journal of Business and Economic Statistics|Review of Economics and Statistics|Journal of Time Series Analysis|Journal of Econometrics|Econometrica|Journal of International Economics|IJCNN Int Jt Conf Neural Network"
2-s2.0-0036339461,2000,EFFE,0,0242670422|0036216388|0000309098|84972534141|0036149169|84977707412|0031502658|84986357090|0000440935|0035586814|84881079791|0009921231|0031331096|0032346647|18544376108|67649497847|84904755473|0029182376|84952181953|0040360923|0001251517|84974325324|0013142572|84972530323,Review of Financial Studies|Econometrica|Journal of Econometrics|Bernoulli|Journal of Financial Economics|The Journal of Finance|Review of Financial Studies|Journal of Applied Econometrics|Econometrica|Journal of Business and Economic Statistics|Statistics|Journal of the American Statistical Association|Macroeconomic Dynamics|Journal of the American Statistical Association|Econometric Theory|Handbook of Statistics|Journal of Applied Econometrics|Econometrica|Journal of Business and Economic Statistics|Scandinavian Journal of Statistics|Review of Economic Studies|Econometric Theory|Journal of Finance|Bernoulli
2-s2.0-33947225592,2003,IFM,1,84881844837|58149364940|0033929806|0345868349|0000735805|0033826740|0033652771|2342569771|0041730208|0347503106|0001777659|4444316748|0000180018|0037354943|0012813351|0039488461|0346307687|66049156972|0032465659,Review of Economic Studies|Journal of Econometrics|IMF Occasional Papers|Journal of Banking and Finance|Journal of Political Economy|Journal of Development Economics|Journal of Political Economy|Journal of International Economics|International Journal of Finance and Economics|NBER Macroeconomics Annual|Journal of Econometrics|Journal of Development Economics|Journal of Economic Literature|Financial Management|Review of Financial Studies|Journal of Economic Perspectives|Econometrica|Handbook of the Economics of Finance|Empirica
2-s2.0-17044402499,2002,IFM,1,46149129153|0036300122|0031438548|85040890995,European Economic Review|European Economic Review|Finance and Development|The Paris Club: an inside view
2-s2.0-78449234928,2004,IFM,1,0039783804|43049154975|24944524691|0001496691|3242751845|45249129762|44949120658|0344652451|0035657699|10944254795|77951966414|42149141729|77952370563|85017107629|0036843845|0035733593|29844449863|15544383648|0000306101|0034800774|0000786475|4243135189|2542512364|12844280559|42149146690,American Economic Review|Journal of Monetary Economics|American Economic Review|American Economic Review|Economic Policy|Journal of International Economics|American Economic Review|Journal of Economic Literature|Review of Economic Studies|Journal of International Economics|Quarterly Journal of Economics|Quarterly Journal of Economics|American Economic Review|American Economic Journal: Macroeconomics|Economica|Scandinavian Journal of Economics|American Economic Review|Quarterly Journal of Economics|Econometrica|Journal of International Economics|Journal of Economic Literature|Economic Journal|Quarterly Journal of Economics|Journal of Economic Perspectives|Quarterly Journal of Economics
2-s2.0-70350345566,2005,EFFE,0,66049100957|0032771542|0242268781|0039930075|0040360753|2442562228|18544376108|84949782445|84904755473|49149134391|84986413049,Handbook of the Economics of Finance|Journal of Political Economy|Journal of Econometrics|Journal of Business and Economic Statistics|Journal of Applied Econometrics|International Economic Review|Econometric Theory|Contemporary Bayesian Econometrics and Statistics|Journal of Applied Econometrics|Carnegie-Rochester Confer. Series on Public Policy|Journal of Applied Econometrics
2-s2.0-67349214931,2004,EFCE,0,33847690371|0013412103|4544260608|33645730418|38249030129|20444491210|0040322024|36048959203|20744447295|0000198452|0037567583|35348922980|13444251215|77956753212|0347503103|20444501777,American Economic Review|American Economic Review|Journal of Political Economy|American Economic Review|Journal of Monetary Economics|Journal of the European Economic Association|Quarterly Journal of Economics|Journal of Monetary Economics|Journal of Monetary Economics|American Economic Review|Journal of Monetary Economics|American Economic Review|European Economic Review|Handbook of Macroeconomics|NBER Macroeconomics Annual|Journal of the European Economic Association
2-s2.0-34248524655,2005,EFFE,0,4544260608|33749670888|0001097029|48749143178|84983864394|33645118168|15844392342|84983881745|0039930075|0040541809|2442562228|0000589343|33845508213|34248550795|85071345140|84904755473|0348198491|0040310638|0345982186|0034557056|0036810481|77957241272|20744445987|84986413049|43949165060,Journal of Political Economy|Review of Economics and Statistics|American Economic Review|Journal of Monetary Economics|Journal of Applied Econometrics|International Economic Review|Journal of Political Economy|Journal of Applied Econometrics|Journal of Business and Economic Statistics|Journal of Econometrics|International Economic Review|Review of Economic Studies|Journal of Econometrics|American Economic Review|Econometric Reviews|Journal of Applied Econometrics|American Economic Review|Journal of Monetary Economics|NBER Macroeconomics Annual|Journal of Applied Econometrics|Computational Economics|Journal of the European Economic Association|Journal of Applied Econometrics|Journal of Applied Econometrics|Carnegie-Rochester Confer. Series on Public Policy
2-s2.0-84872240845,2009,RISK,1,1642283046|0036096452|84855918979|58149268885|84928862907|0039028808|35449003668|34547662433|84872240845|0031413974|77953808477|0002432433|0011831075|43949159746|23944451587|53349118369|0041020462|0011831464|0037213595|51849102923|0035132699|29544450516|84892702170|0011238685,Journal of Corporate Finance|Journal of Financial Economics|Review of Financial Studies|American Economic Review|Systemic Financial Crises: Containment and Resolution|Journal of Finance|Review of Financial Studies|Journal of Financial Economics|American Economic Journal: Macroeconomics|Quarterly Journal of Economics|Journal of Financial Economics|Journal of Financial Economics|Journal of Business|Journal of Financial Economics|Journal of Finance|American Economic Review|Journal of Finance|Journal of Business|Journal of Financial Economics|Journal of Finance|Journal of International Economics|American Economic Review|Review of Financial Studies|Journal of Finance
2-s2.0-84886443782,2009,IFM,1,84883840849|33947532208|34248203740|68949145246|70449530457|84855951131|84883956085|24144497915|52949114179|84890746328|79959218174|77955847684|80054904398|78650462101|84949782445|77954282811|74949122801|33646830333|78649925307|15844361919|67349271313|0141538285|84870163995|33646190771,Journal of Economic Dynamics and Control|Journal of Political Economy|Econometric Reviews|B.E. Journal of Macroeconomics|Handbook of Macroeconomics|Journal of Monetary Economics|Methods for Applied Macroeconomic Research|American Economic Review|Journal of Economic Dynamics and Control|Structural Macroeconometrics: Second Edition|Ensayos Sobre Politica Economica|SERIEs|American Economic Review|American Economic Review|Contemporary Bayesian Econometrics and Statistics|Journal of Applied Econometrics|American Economic Review|NBER Macroeconomics Annual|American Economic Review|Journal of Monetary Economics|Journal of Monetary Economics|Journal of International Economics|Econometrica|Journal of International Economics
2-s2.0-85017102279,2007,EFCE,0,33847690371|0037596892|0035628153|33749670888|0000193853|0006260747|16244417799|31344441352|36048959203|33746208859|20744447295|0000198452|0037567583|21244499323|84952181953|0039447737|0000118629|22144440111|33847663850|0030268454|34547309730|33846109529|77957223868,American Economic Review|Review of Economics and Statistics|Brookings Papers on Economic Activity|Review of Economics and Statistics|Biometrika|Quarterly Journal of Economics|Review of Economic Dynamics|Journal of Monetary Economics|Journal of Monetary Economics|Journal of Political Economy|Journal of Monetary Economics|American Economic Review|Journal of Monetary Economics|NBER Macroeconomics Annual|Journal of Business and Economic Statistics|Review of Economics and Statistics|American Economic Review|Review of Economic Studies|American Economic Review|Journal of Monetary Economics|American Economic Review|NBER Macroeconomics Annual|Journal of the European Economic Association
2-s2.0-3042774758,2001,EFFE,0,0014629731|0000252138|84952009978|0031327745|45249128876|0041113769|70350347433|68249136965|0347623647|84954209382|84984516669|0142085564|0000109477|84984442855|0040348529|0001858216|84979340104|0040209430|0031506560|0033211669|0001658414|21444433626|38249000331|84950930899|0013467628,Operational Research Quarterly|Journal of Economic Theory|Spanish Economic Review|Econometric Theory|International Journal of Forecasting|Journal of Business and Economic Statistics|Handbook of Statistics|Journal of Business and Economic Statistics|International Economic Review|A Companion to Economic Forecasting|Journal of Forecasting|Spanish Economic Review|Journal of Forecasting|Journal of Forecasting|Quarterly Journal of Economics|Journal of Econometrics|Journal of Forecasting|Journal of Econometrics|Journal of the American Statistical Association|Journal of Monetary Economics|Journal of Forecasting|Journal of Applied Econometrics|Journal of International Economics|Journal of the American Statistical Association|Biometrika
