scopus_id,year,managing_editor,editor,associate_editor
7102989698,2005,,Journal of International Economics,American Economic Review
7102989698,2006,,Journal of International Economics,American Economic Review
7102989698,2007,,Journal of International Economics,American Economic Review
7102989698,2008,,Journal of International Economics,American Economic Review
7102989698,2009,,Journal of International Economics,
7102989698,2010,,Journal of International Economics,
7102989698,2011,,Journal of International Economics,
7102989698,2012,,Journal of International Economics,
7102989698,2013,,Journal of International Economics,
7102989698,2014,,Journal of International Economics,
7102989698,2015,,Journal of International Economics,
7102989698,2016,,Journal of International Economics,
7102989698,2017,Journal of International Economics,Journal of International Economics,
7102989698,2018,Journal of International Economics,,
7102989698,2019,Journal of International Economics,,
7103036986,2003,,,Journal of Productivity Analysis
7103036986,2004,,,Journal of Productivity Analysis
7103036986,2005,Journal of Business and Economic Statistics,,Journal of Productivity Analysis; Econometric Theory
7103036986,2006,Journal of Business and Economic Statistics,,Journal of Productivity Analysis; Econometric Theory
7103036986,2007,Journal of Business and Economic Statistics,,Journal of Productivity Analysis; Econometric Theory
7103036986,2008,Journal of Business and Economic Statistics,,Journal of Productivity Analysis; Econometric Theory
7103036986,2009,Journal of Business and Economic Statistics,,Journal of Productivity Analysis; Econometric Theory
7103036986,2010,Journal of Business and Economic Statistics,,Journal of Productivity Analysis; Econometric Theory
7103082117,2012,,,Annual Review of Financial Economics
7103082117,2013,,,Annual Review of Financial Economics
7103082117,2014,,,Annual Review of Financial Economics
7103082117,2015,,,Annual Review of Financial Economics
7103082117,2016,,,Annual Review of Financial Economics
7103082117,2017,,,Annual Review of Financial Economics
7103082117,2018,,,Annual Review of Financial Economics
7103128548,2000,,"Journal of Money, Credit and Banking",
7103128548,2001,,"Journal of Money, Credit and Banking",
7103128548,2002,,"Journal of Money, Credit and Banking",
7103128548,2003,,"Journal of Money, Credit and Banking",
7103128548,2004,,"Journal of Money, Credit and Banking",
7103128548,2005,,"Journal of Money, Credit and Banking",
7103228992,2000,,,Public Finance Quarterly; Regional Science and Urban Economics
7103228992,2001,,,Regional Science and Urban Economics
7103228992,2002,,,Regional Science and Urban Economics
7103228992,2003,,,Regional Science and Urban Economics
7103228992,2004,,,Regional Science and Urban Economics
7103228992,2005,,,Regional Science and Urban Economics
7103228992,2006,,,Regional Science and Urban Economics
7103228992,2007,,,Regional Science and Urban Economics
7103228992,2008,,,Regional Science and Urban Economics
7103228992,2009,,,Regional Science and Urban Economics
7103228992,2010,,,Regional Science and Urban Economics
7103228992,2011,,,Regional Science and Urban Economics
7103228992,2012,,,Regional Science and Urban Economics
7103229487,2007,,,Mathematics and Financial Economics
7103229487,2008,,,Mathematics and Financial Economics
7103229487,2009,,,Mathematics and Financial Economics
7103229487,2010,,,Mathematics and Financial Economics
7103229487,2011,Critical Finance Review,,Mathematics and Financial Economics
7103229487,2012,,,Mathematics and Financial Economics
7103229487,2013,,Review of Financial Studies,Mathematics and Financial Economics
7103229487,2014,,Review of Financial Studies,Mathematics and Financial Economics
7103229487,2015,,Review of Financial Studies,Critical Finance Review
7103229487,2016,,,Critical Finance Review
7103229487,2017,,,Critical Finance Review
7103229487,2018,,,Critical Finance Review
7103229487,2019,,,Critical Finance Review
7103390682,2011,,,American Economic Review
7103390682,2012,,,Industrial Relations
7103390682,2013,,,Industrial Relations
7103390682,2014,,,Industrial Relations
7103390682,2015,,,Industrial Relations
7103390682,2016,,,Industrial Relations
7103390682,2017,,,Industrial Relations
7103390682,2018,,,Industrial Relations
7103390682,2019,Review of Economics and Statistics,,Industrial Relations
7201500230,1995,Journal of International Economics,,
7201500230,1996,Journal of International Economics,,
7201500230,1997,Journal of International Economics,,
7201500230,1998,Journal of International Economics,,
7201500230,1999,Journal of International Economics,,
7201500230,2000,Journal of International Economics,,
7201500230,2001,Journal of International Economics,,
7201524371,1997,,,Management Science
7201524371,1998,Journal of Empirical Finance,,Management Science
7201524371,1999,Journal of Empirical Finance,,Management Science
7201524371,2000,Journal of Empirical Finance,,Management Science; Journal of Finance
7201524371,2001,Journal of Finance,,Journal of Business and Economic Statistics; Journal of Financial Econometrics
7201524371,2002,Econometric Theory,,Journal of Business and Economic Statistics; Journal of Financial Econometrics
7201524371,2003,Econometric Theory,,Journal of Business and Economic Statistics; Journal of Financial Econometrics
7201524371,2004,Journal of Business and Economic Statistics,,Journal of Financial Econometrics
7201524371,2005,Journal of Business and Economic Statistics,,Journal of Financial Econometrics
7201524371,2006,Journal of Business and Economic Statistics,,Journal of Financial Econometrics
7201524371,2007,,,Journal of Financial Econometrics
7201524371,2008,,,Journal of Financial Econometrics
7201524371,2009,Journal of Financial Econometrics,,Journal of Financial Econometrics
7201524371,2010,Journal of Financial Econometrics,,
7201524371,2011,Journal of Financial Econometrics,,
7201524371,2012,Journal of Financial Econometrics,,
7201524371,2013,Journal of Financial Econometrics,,
7201524371,2014,Journal of Financial Econometrics,,
7201524371,2019,Journal of Econometrics,,
7201532199,1994,,,Econometric Theory
7201532199,1995,,,Econometric Theory
7201532199,1996,,,Econometric Theory
7201532199,1997,,,Econometric Theory
7201532199,1998,,,Econometric Theory
7201532199,1999,,,Econometric Theory
7201532199,2004,,,Journal of Business and Economic Statistics
7201532199,2005,,,Journal of Business and Economic Statistics
7201532199,2006,,,Journal of Business and Economic Statistics
7201590382,1984,,,Scandinavian Journal of Economics
7201590382,1985,Journal of International Economics,,Scandinavian Journal of Economics; International Economic Review
7201590382,1986,Journal of International Economics,,Scandinavian Journal of Economics; International Economic Review
7201590382,1987,Journal of International Economics,,Scandinavian Journal of Economics; International Economic Review
7201590382,1988,Journal of International Economics,,Scandinavian Journal of Economics; International Economic Review
7201590382,1989,Journal of International Economics,,Scandinavian Journal of Economics; International Economic Review
7201590382,1990,Journal of International Economics,,Scandinavian Journal of Economics; International Economic Review
7201590382,1991,International Economic Review,,Scandinavian Journal of Economics
7201590382,1992,International Economic Review,,Scandinavian Journal of Economics
7201590382,1993,International Economic Review,,Scandinavian Journal of Economics
7201590382,1994,International Economic Review,,Scandinavian Journal of Economics
7201590382,1995,International Economic Review,,Journal of International Economics
7201590382,1996,International Economic Review,,Journal of International Economics
7201590382,1997,International Economic Review,,Journal of International Economics; Macroeconomic Dynamics
7201590382,1998,International Economic Review,,Journal of International Economics; Macroeconomic Dynamics
7201590382,1999,Macroeconomic Dynamics,,International Economic Review
7201590382,2004,,,International Journal of Central Banking
7201590382,2005,,,International Journal of Central Banking
7201590382,2006,,,International Journal of Central Banking
7201590382,2007,,,International Journal of Central Banking
7201590382,2008,,,International Journal of Central Banking
7201590382,2009,,,International Journal of Central Banking
7201590382,2010,,,International Journal of Central Banking
7201590382,2011,,,International Journal of Central Banking
7201590382,2012,,,International Journal of Central Banking
7201590382,2013,,,International Journal of Central Banking
7201590382,2014,,,International Journal of Central Banking
7201590382,2015,,,International Journal of Central Banking
7201590382,2016,,,International Journal of Central Banking
7201590382,2017,,,International Journal of Central Banking
7201590382,2018,,,International Journal of Central Banking
7201590382,2019,,,International Journal of Central Banking
7201596918,1993,,,"Journal of Money, Credit and Banking"
7201596918,1994,,,"Economic Policy Review; Journal of Applied Econometrics; Journal of Money, Credit and Banking; Journal of International Economics"
7201596918,1995,,,"Economic Policy Review; Journal of Applied Econometrics; Journal of Money, Credit and Banking; Journal of International Economics; American Economic Review"
7201596918,1996,,,"Economic Policy Review; International Journal of Finance and Economics; Journal of Applied Econometrics; Journal of Money, Credit and Banking; Journal of International Economics; American Economic Review"
7201596918,1997,,,"Economic Policy Review; International Journal of Finance and Economics; Journal of Applied Econometrics; Journal of Money, Credit and Banking; Journal of International Economics; American Economic Review"
7201596918,2000,,,American Economic Review
7201596918,2001,,,American Economic Review
7201596918,2002,,,American Economic Review
7201596918,2003,,,American Economic Review
7201596918,2004,,,American Economic Review
7201596918,2005,,,American Economic Review
7201695946,1997,,,Economic Theory
7201695946,1998,,,Economic Theory
7201695946,1999,,,Economic Theory
7201695946,2000,,,Economics Bulletin
7201695946,2001,,,Economics Bulletin
7201695946,2002,,,Economics Bulletin
7201695946,2003,,,Economics Bulletin
7201695946,2004,,,Economics Bulletin
7201695946,2005,,,Economics Bulletin
7201695946,2006,,,Economics Bulletin
7201695946,2007,,,Economics Bulletin
7201695946,2008,,,Economics Bulletin
7201695946,2009,,,Economics Bulletin
7201695946,2010,,,Economics Bulletin
7201695946,2011,,,Annals of Finance
7201695946,2012,,,Journal of Financial Market Infrastructures
7201695946,2013,Annals of Finance,,Journal of Financial Intermediation
7201695946,2014,Annals of Finance,,Journal of Financial Intermediation
7201695946,2015,Annals of Finance,,Journal of Financial Intermediation
7201695946,2016,Annals of Finance,,Journal of Financial Intermediation
7201717879,2005,,,Journal of Economic Theory
7201717879,2006,,,Journal of Economic Theory
7201717879,2007,,,Journal of Economic Theory
7201717879,2008,,,Journal of Economic Theory
7201717879,2009,,,Journal of Economic Theory
7201717879,2010,Review of Asset Pricing Studies,,Journal of Economic Theory
7201717879,2011,Quarterly Journal of Economics,,Journal of Economic Theory; Review of Asset Pricing Studies
7201717879,2012,Quarterly Journal of Economics,,Journal of Economic Theory; Review of Asset Pricing Studies
7201717879,2013,,,Quarterly Journal of Economics
7201717879,2014,,,Quarterly Journal of Economics
7201717879,2015,,,Quarterly Journal of Economics
7201717879,2016,,,Quarterly Journal of Economics
7201717879,2017,,,Quarterly Journal of Economics
7201841055,2007,,,American Economic Journal: Economic Policy
7201841055,2008,,,American Economic Journal: Economic Policy
7201841055,2009,,,American Economic Journal: Economic Policy
7201841055,2010,,,American Economic Journal: Economic Policy
7201841055,2011,,,American Economic Journal: Economic Policy
7201841055,2012,,,American Economic Journal: Economic Policy
7202026123,1995,,,Review of Financial Studies
7202026123,1996,,,"Journal of Money, Credit and Banking"
7202026123,1997,,,"Journal of Money, Credit and Banking"
7202026123,1998,,,"Journal of Money, Credit and Banking"
7202026123,1999,,,"Journal of Money, Credit and Banking"
7202026123,2000,,,"Journal of Money, Credit and Banking; Econometrica"
7202026123,2001,,,"Journal of Money, Credit and Banking; Econometrica"
7202026123,2002,,,"Journal of Money, Credit and Banking; Econometrica"
7202026123,2003,,Journal of Financial Education,"Journal of Money, Credit and Banking; Review of Economics and Statistics"
7202026123,2004,,Journal of Financial Education,"Journal of Money, Credit and Banking; Review of Economics and Statistics"
7202026123,2005,"Journal of Money, Credit and Banking",Journal of Financial Education,"Journal of Money, Credit and Banking; Review of Economics and Statistics"
7202026123,2006,"Journal of Money, Credit and Banking",,Review of Economics and Statistics
7202026123,2007,"Journal of Money, Credit and Banking",,Review of Economics and Statistics
7202026123,2008,"Journal of Money, Credit and Banking",,Review of Economics and Statistics
7202026123,2009,"Journal of Money, Credit and Banking",,
7202026123,2011,,Annual Review of Financial Economics,
7202026123,2012,,Annual Review of Financial Economics,
7202026123,2013,,Annual Review of Financial Economics,Financial Perspectives; American Economic Journal: Economic Policy
7202026123,2014,,Annual Review of Financial Economics,Financial Perspectives; American Economic Journal: Economic Policy
7202026123,2015,,Annual Review of Financial Economics; Journal of Financial Intermediation,Financial Perspectives; American Economic Journal: Economic Policy
7202026123,2016,,Annual Review of Financial Economics; Journal of Financial Intermediation,Financial Perspectives; American Economic Journal: Economic Policy
7202026123,2017,,Annual Review of Financial Economics; Journal of Financial Intermediation,Financial Perspectives; American Economic Journal: Economic Policy
7202026123,2018,,Annual Review of Financial Economics; Journal of Financial Intermediation,Financial Perspectives; American Economic Journal: Economic Policy
7202026123,2019,,Annual Review of Financial Economics; Journal of Financial Intermediation,Financial Perspectives; American Economic Journal: Economic Policy
7202083980,2012,,,Review of Financial Studies
7202083980,2013,,,Review of Financial Studies
7202083980,2014,,Review of Financial Studies,Review of Financial Studies
7202083980,2015,,Review of Financial Studies,Review of Financial Studies
7202083980,2016,,Review of Financial Studies,Review of Financial Studies
7202083980,2017,,,Review of Financial Studies
7202083980,2018,,,Review of Financial Studies
7202083980,2019,,,Review of Financial Studies
7202208577,1995,,,Journal of Urban Economics
7202208577,1996,Journal of Housing Research,,Journal of Urban Economics
7202208577,1997,Journal of Housing Research,,Journal of Urban Economics
7202208577,1998,Journal of Housing Research,,Journal of Urban Economics
7202208577,1999,Journal of Housing Research,,Journal of Urban Economics
7202208577,2000,Journal of Housing Research,,Journal of Urban Economics; Real Estate Economics
7202208577,2001,Journal of Housing Research,,Journal of Urban Economics; Real Estate Economics
7202208577,2002,Journal of Housing Research,,Journal of Urban Economics; Economics Bulletin; Real Estate Economics
7202208577,2003,Journal of Housing Research,,Journal of Urban Economics; Economics Bulletin; Real Estate Economics
7202208577,2004,Journal of Housing Research,,Journal of Urban Economics; Economics Bulletin; Real Estate Economics
7202208577,2005,Journal of Housing Research,,Journal of Urban Economics; Economics Bulletin; Real Estate Economics
7202208577,2006,Journal of Housing Research,,Journal of Urban Economics; Economics Bulletin; Real Estate Economics
7202208577,2007,Journal of Housing Research,Journal of Urban Economics,Journal of Urban Economics; Economics Bulletin; Real Estate Economics
7202208577,2008,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2009,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2010,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2011,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2012,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2013,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2014,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2015,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2016,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2017,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2018,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202208577,2019,Real Estate Economics,Journal of Urban Economics,Journal of Real Estate Finance and Economics; Journal of Housing Economics
7202232626,2000,,,Real Estate Economics
7202232626,2001,,,Real Estate Economics
7202232626,2002,,,Real Estate Economics
7202232626,2003,,,Real Estate Economics
7202232626,2004,,,Real Estate Economics
7202232626,2005,,,Real Estate Economics
7202232626,2006,,,Real Estate Economics
7202232626,2007,,,Journal of Urban Economics
7202232626,2008,Real Estate Economics,,Journal of Urban Economics
7202232626,2009,Commercial Real Estate Finance World,,Journal of Urban Economics
7202232626,2010,Commercial Real Estate Finance World,,Journal of Urban Economics
7202232626,2011,Commercial Real Estate Finance World,,Journal of Urban Economics
7202232626,2012,Commercial Real Estate Finance World,,Journal of Urban Economics
7202232626,2013,Commercial Real Estate Finance World,,Journal of Urban Economics
7202232626,2014,Commercial Real Estate Finance World,,Journal of Urban Economics
7202232626,2015,,,Journal of Real Estate Research
7202232626,2016,,,Journal of Real Estate Research
7202232626,2017,,,Journal of Real Estate Research
7202232626,2018,,,Journal of Real Estate Research
7202232626,2019,,,Journal of Real Estate Research
7202298683,2019,,,Journal of Applied Corporate Finance
7202846223,1995,,,Journal of Financial Intermediation
7202846223,1996,,,Journal of Financial Intermediation
7202846223,1997,,,Journal of Financial Intermediation
7202846223,1998,,Journal of Financial Intermediation,Journal of Financial Intermediation
7202846223,1999,,Journal of Financial Intermediation,
7202846223,2000,,Journal of Financial Intermediation,
7202846223,2001,,Journal of Financial Intermediation,
7202846223,2002,,Journal of Financial Intermediation,Financial Management
7202846223,2003,,,Financial Management
7202846223,2004,,,Financial Management
7202846223,2005,,,Financial Management
7202846223,2006,,,Financial Management
7202846223,2007,,,Financial Management
7202846223,2008,,,Financial Management
7202846223,2009,,,Financial Management
7202846223,2010,,,Journal of Finance
7202846223,2011,,,Journal of Finance
7202846223,2012,,,Journal of Finance
7202846223,2013,,,Journal of Finance
7202973322,2001,,,Management Science
7202973322,2002,,,Management Science
7202973322,2003,,,Management Science
7202973322,2004,Finance Research Letters,,Management Science; Journal of Finance
7202973322,2005,Journal of Econometrics,,Management Science; Finance Research Letters
7202973322,2006,Journal of Econometrics,,Management Science; Finance Research Letters
7202973322,2007,Finance Research Letters,,Management Science; Journal of Finance
7202973322,2008,Finance Research Letters,,Management Science; Journal of Finance
7202973322,2009,Review of Finance,,Journal of Econometrics
7202973322,2010,Review of Finance,,Journal of Finance
7202973322,2011,Review of Finance,,Journal of Finance
7202973322,2012,Review of Finance,,Journal of Finance
7202980403,1999,,,Journal of International Economics
7202980403,2000,Journal of International Economics,,International Tax and Public Finance
7202980403,2001,International Tax and Public Finance,,Economic and Social Review; Economics and Politics
7202980403,2002,International Tax and Public Finance,,Economic and Social Review; Economics and Politics
7202980403,2003,Economics and Politics,,Economic and Social Review; Journal of the European Economic Association
7202980403,2004,Economic and Social Review; Open Economies Review,,Economics and Politics
7202980403,2005,Economic and Social Review; Open Economies Review,,Economics and Politics; Open Economies Review
7202980403,2006,Economic and Social Review; Open Economies Review,,Journal of the European Economic Association; Moneda y Credito
7202980403,2007,Economic and Social Review; Moneda y Credito,,Journal of the European Economic Association; Moneda y Credito
7202980403,2008,Empirica,,Journal of the European Economic Association; International Journal of Central Banking
7202980403,2009,Economic Policy; Empirica,,Open Economies Review; International Journal of Central Banking
7202980403,2010,Economic Policy; Empirica,,Open Economies Review; International Journal of Central Banking
7202980403,2011,Economic Policy; Empirica,,Open Economies Review; International Journal of Central Banking
7202980403,2012,Economic Policy; Empirica,,Open Economies Review; International Journal of Central Banking
7202980403,2013,Economic Policy; Empirica,,Open Economies Review; International Journal of Central Banking
7202980403,2014,Economic Policy; Empirica,,Open Economies Review; International Journal of Central Banking
7202980403,2015,Economic Policy; Empirica,,Open Economies Review; International Journal of Central Banking
7202998173,1984,,,Journal of International Economics
7202998173,1985,,,Journal of International Economics
7202998173,1986,,,Journal of International Economics
7202998173,1987,,,Journal of International Economics
7202998173,1989,,,Journal of Financial Intermediation
7202998173,1990,,,Journal of Financial Intermediation
7202998173,1991,Journal of Economics and Management Strategy,,Journal of Financial Intermediation
7202998173,1992,Journal of Economics and Management Strategy,,Journal of Financial Intermediation
7202998173,1993,Journal of Economics and Management Strategy,,Journal of Financial Intermediation
7202998173,1994,Journal of Economics and Management Strategy,,Journal of Financial Intermediation
7202998173,1995,Journal of Economics and Management Strategy,,Journal of Financial Intermediation
7202998173,1996,Journal of Economics and Management Strategy,,World Bank Economic Review
7202998173,1997,Journal of International Economics,,
7202998173,1998,Journal of International Economics,,
7202998173,1999,Journal of International Economics,,
7202998173,2000,Journal of International Economics,,Journal of Economic Geography
7202998173,2001,Journal of International Economics,,Journal of Economic Geography
7202998173,2002,Journal of International Economics,,Journal of Economic Geography
7202998173,2003,Journal of International Economics,,Journal of Economic Geography
7202998173,2004,Journal of International Economics,,Journal of Economic Geography
7202998173,2005,Journal of International Economics,,Journal of Economic Geography
7202998173,2006,Journal of International Economics,,Journal of Economic Geography
7202998173,2007,Journal of International Economics,,Journal of Economic Geography
7202998173,2008,Journal of International Economics,,Journal of Economic Geography
7202998173,2009,Journal of International Economics,,Journal of Economic Geography
7202998173,2010,Journal of International Economics,,Journal of Economic Geography
7202998173,2011,Journal of International Economics,,European Economic Review
7202998173,2012,Journal of International Economics,,Journal of International Economics
7202998173,2013,,,Journal of International Economics
7202998173,2014,,,Journal of International Economics
7202998173,2015,,,Journal of International Economics
7202998173,2016,,,Journal of International Economics
7202998173,2017,,,Journal of International Economics
7202998173,2018,,,Journal of International Economics
7202998173,2019,,,Journal of International Economics
7401576349,2012,,Econometrica,
7401576349,2013,,Econometrica,
7401576349,2014,,Econometrica,
7401576349,2015,,Econometrica,
7401621702,2000,,,Lecture Notes in Economics and Mathematical Systems
7401621702,2001,,,Lecture Notes in Economics and Mathematical Systems
7401621702,2002,,,Lecture Notes in Economics and Mathematical Systems; Journal of Corporate Finance
7401621702,2003,,,Journal of Corporate Finance; Review of Financial Studies
7401621702,2004,,,Journal of Corporate Finance; Review of Financial Studies; Annals of Finance
7401621702,2005,,,Journal of Corporate Finance; Review of Financial Studies; Annals of Finance
7401621702,2006,,,Journal of Financial Research; Journal of Corporate Finance; Review of Financial Studies; Annals of Finance
7401621702,2007,,,Journal of Financial Research; Journal of Corporate Finance; Annals of Finance
7401621702,2008,,,Journal of Financial Research; Journal of Corporate Finance; Annals of Finance; Finance Research Letters
7401621702,2009,,,Journal of Financial Research; Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management
7401621702,2010,,,Journal of Financial Research; Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management; Review of Corporate Finance Studies
7401621702,2011,,,Journal of Financial Research; Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management; Review of Corporate Finance Studies
7401621702,2012,,,Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management
7401621702,2013,,,Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management
7401621702,2014,,,Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management
7401621702,2015,,,Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management
7401621702,2016,,,Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management
7401621702,2017,,,Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management
7401621702,2018,,,Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management
7401621702,2019,,,Journal of Corporate Finance; Annals of Finance; Finance Research Letters; Financial Management
7401765384,1999,,,"Journal of International Financial Markets, Institutions and Money"
7401765384,2000,,,"Journal of International Financial Markets, Institutions and Money"
7401765384,2001,,,"Journal of International Financial Markets, Institutions and Money"
7401765384,2002,,,"Journal of International Financial Markets, Institutions and Money"
7401765384,2003,,,"Journal of International Financial Markets, Institutions and Money; Journal of International Economics"
7401765384,2004,,,"Journal of International Financial Markets, Institutions and Money; Journal of International Economics"
7401765384,2005,,,"Journal of International Financial Markets, Institutions and Money; Journal of International Economics"
7401765384,2006,,,"Journal of International Financial Markets, Institutions and Money; Journal of International Economics"
7401765384,2007,,,"Journal of International Financial Markets, Institutions and Money; Journal of International Economics"
7401765384,2008,,,"Journal of International Financial Markets, Institutions and Money; Journal of International Economics"
7401765384,2009,,,"Journal of International Financial Markets, Institutions and Money; Journal of International Economics"
7401765384,2010,,,"Journal of International Financial Markets, Institutions and Money; Journal of Comparative Economics; Journal of International Economics"
7401765384,2011,Journal of Development Economics,,"Journal of International Financial Markets, Institutions and Money; Journal of Comparative Economics; Journal of International Economics"
7401765384,2012,Journal of Development Economics,,"Journal of International Financial Markets, Institutions and Money; Journal of Comparative Economics; Journal of International Economics"
7401765384,2013,Journal of Development Economics,,"Journal of International Financial Markets, Institutions and Money; Journal of Comparative Economics"
7401765384,2014,Journal of Development Economics,,"Journal of International Financial Markets, Institutions and Money; Journal of Comparative Economics"
7401765384,2015,Journal of Development Economics,,"Journal of International Financial Markets, Institutions and Money; Journal of Comparative Economics"
7401765384,2016,Journal of Development Economics,,"Journal of International Financial Markets, Institutions and Money; Journal of Comparative Economics"
7401765384,2017,,,"Journal of International Financial Markets, Institutions and Money; Journal of Comparative Economics"
7401765384,2018,,,"Journal of International Financial Markets, Institutions and Money; Journal of Comparative Economics"
7401765384,2019,,,"Journal of International Financial Markets, Institutions and Money; Journal of Comparative Economics"
7401822050,1997,Journal of Human Resources,,
7401822050,1998,Economic Letters,Journal of Human Resources,
7401822050,1999,Economic Letters,Journal of Human Resources,
7401822050,2000,Economic Letters,Journal of Human Resources,
7401822050,2001,Economic Letters,Journal of Human Resources,
7401822050,2002,Economic Letters,Journal of Human Resources,Journal of Human Resources
7401822050,2003,,Journal of Human Resources,
7401822050,2004,,Journal of Human Resources,
7401822050,2005,,Journal of Human Resources,
7401822050,2006,,Journal of Human Resources,
7401822050,2007,,Journal of Human Resources,American Economic Journal: Economic Policy
7401822050,2008,Journal of Human Resources,,American Economic Journal: Economic Policy
7401822050,2009,Journal of Human Resources,,American Economic Journal: Economic Policy
7401822050,2010,,,American Economic Journal: Economic Policy
7401822050,2011,,,American Economic Journal: Economic Policy
7401822050,2012,,,American Economic Journal: Economic Policy
7401822050,2013,,,American Economic Journal: Economic Policy
7401822050,2014,,,American Economic Journal: Economic Policy
7401822050,2015,,,American Economic Journal: Economic Policy
7401822050,2016,,,American Economic Journal: Economic Policy
7401840910,1992,,,Journal of Financial and Quantitative Analysis
7401840910,1993,,,Journal of Financial and Quantitative Analysis
7401840910,1994,,,Journal of Financial and Quantitative Analysis
7401840910,1995,,,Journal of Financial and Quantitative Analysis
7401840910,1996,,,Journal of Financial and Quantitative Analysis
7401840910,1997,,,Journal of Financial and Quantitative Analysis
7401840910,1998,,,Journal of Financial and Quantitative Analysis
7401840910,1999,,,Journal of Financial and Quantitative Analysis
7401840910,2000,Journal of Finance,,Journal of Financial and Quantitative Analysis; Review of Financial Studies
7401840910,2001,Journal of Finance,,Journal of Financial and Quantitative Analysis; Review of Financial Studies
7401840910,2002,Journal of Finance,Review of Financial Studies,Journal of Financial and Quantitative Analysis; Review of Financial Studies
7401840910,2003,Journal of Finance,Review of Financial Studies,Journal of Financial and Quantitative Analysis
7401840910,2004,,Review of Financial Studies,Journal of Financial and Quantitative Analysis
7401840910,2005,,Review of Financial Studies,Journal of Financial and Quantitative Analysis
7401840910,2006,,Review of Financial Studies,Journal of Financial and Quantitative Analysis
7401840910,2007,,,Journal of Financial and Quantitative Analysis
7401840910,2008,,,Journal of Financial and Quantitative Analysis
7401840910,2009,,,Journal of Financial and Quantitative Analysis
7401840910,2010,,,Journal of Financial and Quantitative Analysis
7401840910,2011,,,Journal of Financial and Quantitative Analysis
7401840910,2012,,,Journal of Financial and Quantitative Analysis
7401840910,2013,North American Journal of Economics and Finance,,Journal of Financial and Quantitative Analysis
7401840910,2014,North American Journal of Economics and Finance,,Journal of Financial and Quantitative Analysis
7401840910,2015,North American Journal of Economics and Finance,,Journal of Financial and Quantitative Analysis
7401840910,2016,North American Journal of Economics and Finance,,Journal of Financial and Quantitative Analysis
7401840910,2017,North American Journal of Economics and Finance,,Journal of Financial and Quantitative Analysis
7401840910,2018,North American Journal of Economics and Finance,,Journal of Financial and Quantitative Analysis
7401840910,2019,North American Journal of Economics and Finance,,Journal of Financial and Quantitative Analysis
7401976575,1997,,,Review of Financial Studies
7401976575,1998,,,Review of Financial Studies
7401976575,1999,,,Review of Financial Studies
7401976575,2000,,,Review of Financial Studies
7401976575,2001,,,Journal of Financial and Quantitative Analysis
7401976575,2002,,,Journal of Financial and Quantitative Analysis
7401976575,2003,,,Journal of Financial and Quantitative Analysis
7401976575,2004,,,Journal of Financial and Quantitative Analysis
7401976575,2005,,,Journal of Financial and Quantitative Analysis
7401976575,2006,,,Journal of Financial and Quantitative Analysis
7402055394,2003,,,Journal of Regional Science
7402055394,2004,,,Regional Science and Urban Economics
7402055394,2005,,,Regional Science and Urban Economics
7402055394,2006,,,Regional Science and Urban Economics
7402055394,2007,Journal of Regional Science,,Journal of Urban Economics
7402055394,2008,Journal of Regional Science,,Journal of Urban Economics
7402055394,2009,Review of Environmental Economics and Policy; Journal of Regional Science,,Journal of Urban Economics; Journal of Housing Economics
7402055394,2010,Review of Environmental Economics and Policy; Journal of Regional Science,,Journal of Urban Economics
7402055394,2011,Review of Environmental Economics and Policy; Journal of Regional Science,,Journal of Urban Economics
7402055394,2012,Journal of Regional Science,,Journal of Urban Economics
7402055394,2013,Journal of Regional Science,,Journal of Urban Economics
7402055394,2014,Journal of Regional Science,,Journal of Urban Economics
