title,group,year,abstract
The Real Effects of Debt Certification: Evidence from the Introduction of Bank Loan Ratings,CF,2006,"I examine the introduction of syndicated bank loan ratings by Moody’s and Standard & Poor’s in 1995 to evaluate whether third-party rating agencies affect firm financial and investment policy. I find that the introduction of bank loan ratings leads to an increase in the use of debt by firms that obtain a rating, and in increases in firms’ asset growth and cash acquisitions. A loan level analysis demonstrates that borrowers that obtain a loan rating gain increased access to the capital of less informed investors such as foreign banks and non-bank institutional investors. The effects of the loan rating are strongest among firms that are of lower credit quality and do not have an existing public debt rating before bank loan ratings are introduced. This pattern suggests that third-party debt certification expands the supply of available debt financing, which leads to real effects on firm investment policy."
The Risk-Adjusted Cost of Financial Distress,CF,2006,
A New Keynesian Model with Unemployment,EFCE,2006,"We develop a utility based model of fluctuations, with nominal rigidities, and unemployment. In doing so, we combine two strands of research, the New Keynesian model with its focus on nominal rigidities, and the Diamond-Mortensen-Pissarides model, with its focus on labor market frictions and unemployment. In developing this model, we proceed in two steps. We first leave nominal rigidities aside. We show that, under a standard utility specification, productivity shocks have no effect on unemployment in the constrained efficient allocation. We then focus on the implications of alternative real wage setting mechanisms for fluctuations in unemployment. We then introduce nominal rigidities in the form of staggered price setting by firms. We derive the relation between inflation and unemployment under alternative real wage setting rules. We show the nature of the tradeoff between inflation and unemployment stabilization, and we draw the implications for optimal monetary policy."
Capital Taxation: Quantitative Explorations of the Inverse Euler Equation,EFCE,2006,
Do News Shocks Drive the Business Cycle?,EFCE,2006,
Great Expectations and the End of the Depression,EFCE,2006,
Identifying Government Spending Shocks: It's All in the Timing,EFCE,2006,-
Investment Options and the Business Cycle,EFCE,2006,"I present an RBC model in which investment options raise the volatility of investment compared to the standard adjustment-cost model. When they are embodied only in new capital, new ideas reduce the value of old capital. Thus when the stock of unimplemented ideas rises, the value of stock market falls, i.e., the stock market and Tobin’s Q are negative indexes of intangibles. In the model, equilibrium is efficient even without markets for knowledge; the stock market suffices."
Liquidity and the Market for Ideas,EFCE,2006,"We study markets where innovators can sell ideas to entrepreneurs, who may be better at implementing them. These markets are decentralized, with random matching and bargaining. Entrepreneurs hold liquid assets lest potentially profitable opportunities may be lost. We extend existing models of the demand for liquidity along several dimensions, including allowing agents to put deals on hold while they try to raise funds. We determine which ideas get traded in equilibrium, compare this to the efficient outcome, and discuss policy implications. We also discuss several special aspects of the market for ideas, as opposed to generic consumption goods, including: they are intermediate inputs; they are indivisible; and they are at least partially public (nonrival) goods."
Optimal Inflation Stabilization in a Medium-Scale Macroeconomic Model,EFCE,2006,
Robustly Optimal Monetary Policy Under Near-Rational Expectations,EFCE,2006,
Strategic Complementarities and Optimal Monetary Policy,EFCE,2006,
The Distribution of Wealth and Redistributive Policies,EFCE,2006,"We study the dynamics of the distribution of wealth in an Overlapping Generation economy with bequest and various forms of redistributive taxation. We characterize the transitional dynamics of the wealth distribution as well as the stationary distribution. We show that the stationary wealth distribution is a Pareto distribution whose statistical properties depend on fiscal policies. It can therefore be characterized by a single parameter (if population is constant), which is univocally related to the Gini coefficient of the distribution of wealth. We study analytically the dependence of the distribution of wealth, of wealth inequality in particular, on various redistributive fiscal policy instruments like capital income taxes, estate taxes, and the form and extent of welfare subsidies. Wealth is less concentrated (the Gini coefficient is lower) for both higher capital income taxes and estate taxes, but the marginal effect of capital income taxes is much stronger than the effect of estate taxes. Finally, we characterize optimal redistributive taxes with respect to a utilitarian social welfare measure. Social welfare is maximized  short of minimal wealth inequality and with zero estate taxes."
The Returns to Currency Speculation,EFCE,2006,"Currencies that are at a forward premium tend to depreciate. This 'forward-premium puzzle' represents an egregious deviation from uncovered interest parity. We document the properties of returns to currency speculation strategies that exploit this anomaly. The first strategy, known as the carry trade, is widely used by practitioners. This strategy involves selling currencies forward that are at a forward premium and buying currencies forward that are at a forward discount. The second strategy relies on a particular regression to forecast the payoff to selling currencies forward. We show that these strategies yield high Sharpe ratios which are not a compensation for risk. However, these Sharpe ratios do not represent unexploited profit opportunities. In the presence of microstructure frictions, spot and forward exchange rates move against traders as they increase their positions. The resulting 'price pressure' drives a wedge between average and marginal Sharpe ratios. We argue that marginal Sharpe ratios are zero even though average Sharpe ratios are positive. We display a simple microstructure model that simultaneously rationalizes 'price pressure' and the forward premium puzzle. The central feature of this model is that market makers face an adverse selection problem that is less severe when the currency is expected to appreciate."
"The Young, the Old, and the Restless: Demographics and Business Cycle Volatility",EFCE,2006,
Unemployment Fluctuation with Staggered Nash Wage Bargaining,EFCE,2006,A number of authors have recently emphasized that the conventional model of unemployment dynamics due to Mortensen and Pissarides has difficulty accounting for the relatively volatile behavior of labor market activity over the business cycle. We address this issue by modifying the MP framework to allow for staggered multiperiod wage contracting. What emerges is a tractable relation for wage dynamics that is a natural generalization of the period-by-period Nash bargaining outcome in the conventional formulation. An interesting side-product is the emergence of spillover effects of average wages on the bargaining process. We then show that a reasonable calibration of the model can account well for the cyclical behavior of wages and labor market activity observed in the data. The spillover effects turn out to be important in this respect.
What--Or Who--Caused the Great Depression?,EFCE,2006,
"Agency Conflicts, Investment, and Asset Pricing",EFEL,2006,"Corporations in many countries are run by controlling shareholders whose cash flow rights in the firm are substantially smaller than their control rights. This separation of ownership and control allows the controlling shareholders to pursue private benefits at the cost of minority investors by diverting resources away from the firm and distorting corporate investment and payout policies. We develop a dynamic general equilibrium model to study the asset pricing and welfare implications of imperfect investor protection. The model predicts that countries with weaker investor protection have more incentives to overinvest, lower Tobin’s q, higher return volatility, larger risk premium, and higher interest rate, consistent with existing empirical evidence. We show that weak investor protection causes significant wealth redistribution from outside shareholders to controlling shareholders. Finally, we provide evidence consistent with our model’s two new predictions: countries with higher investment-capital ratios have both larger variance of GDP growth and larger  variance of stock returns."
Bailouts and the Incentive to Manage Risk,EFEL,2006,"In this paper I investigate the incentive effects of bailouts. I present a model in which a firm’s liabilities are implicitly guaranteed by the government. Contrary to common intuition, I show that the ability of the government to withdraw its implicit guarantee constrains the firm’s ability to exploit the freely provided insurance and take risks. The optimal dynamic policy of the firm is to reduce the riskiness of its portfolio when its net worth declines below an endogenously determined threshold. I show that this is the most effective way to induce the government to continue extending its protection. I argue more generally that the model provides a potential rationale for the optimality of existing risk management practices (e.g. Value at Risk) that require institutions to abandon risky investments when their net assets deteriorate."
Bank Risk Taking and Competition Revisied: New Theory and New Evidence,EFEL,2006,"It has been a widely-held belief that more competition is associated with, ceteris paribus, greater instability (more failures) in banking. Yet, the existing empirical evidence is mixed, in part because most existing work has employed either good measures of bank risk or good measures of bank competition, but not both. In this paper we extend two models analyzed in our previous work (Boyd and De Nicolò, Journal of Finance, 2005) by allowing banks to hold bonds in addition to loans, thereby generating implications for both bank risk and asset allocations. The first model is one embedding the “charter value hypothesis” with no loan market (CVH). The second model is our own, with strategic interaction in both loan and deposit markets (BDN). The two models imply opposite relationships between bank concentration and stability. The CVH model implies a positive relationship, indicating a trade-off between competition and stability. The BDN model implies a negative relationship, indicating such a trade-off does not exist. Both models imply an inverse relationship between loan-to-asset ratios and concentration for certain ranges of parameters. We explore these implications empirically using two data sets: a 2003 cross-sectional sample of about 2,500 U.S. banks, and a panel data set with bank-year observations ranging from 13,000 to 18,000 in 134 non-industrialized countries for the period 1993-2004. The results obtained for these two samples are qualitatively identical. We find that a measure of risk monotonically associated with banks’ probability of failure is positively and significantly related to concentration measures. Thus, the risk implications of the CVH model are rejected, those of the BDN model are not. The implications of both models for asset allocations are not rejected, as loan-to-asset ratios are negatively and significantly associated with concentration."
Collateralized Borrowing and Life-Cycle Portfolio Choice,EFEL,2006,"We examine the effects of collateralized borrowing in a realistically parameterized life-cycle portfolio choice problem. We provide basic intuition in a two-period model and then solve a multi-period model computationally. Our analysis provides insights into life-cycle portfolio choice relevant for researchers in macroeconomics and finance. In particular, we show that standard models with unlimited borrowing at the riskless rate dramatically overstate the gains  to holding equity when compared with collateral-constrained models. Our results do not depend on the specification of the collateralized borrowing regime: the gains to trading equity remain relatively small even with the unrealistic assumption of unlimited leverage. We argue that our results strengthen the role of borrowing constraints in explaining the portfolio participation puzzle, that is, why most investors do not own stock."
Does Firm Value Move Too Much to be Justified by Subsequent Changes in Cash Flow?,EFEL,2006,"The appropriate measure of cash flow for valuing corporate assets is net payout, which is the sum of dividends, interest, and net repurchases of equity and debt. Variation in net payout yield, the ratio of net payout to asset value, is mostly driven by movements in expected cash flow growth, rather than by movements in discount rates. Net payout yield is less persistent than the dividend yield and implies much smaller variation in long-horizon discount rates. Therefore, movements in the value of corporate assets can be justified by changes in expected future cash flow."
"Financial Frictions, Investment, and Tobin's q",EFEL,2006,"We develop a model of investment with financial constraints and use it to investigate the relation between investment and Tobin’s q. A firm is financed partly by insiders, who control its assets, and partly by outside investors. When insiders’ wealth is scarce, they earn a rate of return higher than the market rate of return, i.e. insiders earn a quasi-rent on invested capital. This rent is priced into the value of the firm, so Tobin’s q is driven by two forces: changes in the value of invested capital, and changes in the value of the insiders’ future rents. The second effect weakens the correlation between q and investment. We calibrate the model and show that, thanks to this effect, it can generate realistic correlations between investment, q and cash flow."
Heterogeneous Beliefs and Bond Yields,EFEL,2006,"Motivated by the prevalence of heterogeneous beliefs held by market participants regarding future economic fundamentals, we provide an equilibrium model to analyze the effects of belief dispersion on bond yields. Our model shows that the disagreement among agents in regards to their expectations for future interest rates raises bond prices and reduces bond yields relative to the corresponding values in a homogeneous economy, wherein all agents share the wealth weighted average belief. Furthermore, the relative-wealth fluctuation caused by agents’ speculative trading amplifies shocks to the economy and increases yield volatility. Taken together, these results highlight the importance of incorporating belief dispersion into economic analysis of bond yields."
"Intermediation, Capital Immobility, and Asset Prices",EFEL,2006,"We introduce intermediation frictions into a Lucas (1978) asset pricing model in order to study the effects of low capital in the intermediary sector on asset prices. Our model shows that low intermediary capital can increase risk premia, Sharpe ratios, volatility and comovement among intermediated assets. Reductions in intermediary capital also lead to a flight-to-quality in which intermediaries’ investors withdraw their funds and purchase bonds. The model thereby replicates observed asset market behavior during aggregate liquidity crises. In a dynamic context, we show that intermediaries will hedge against periods of low capital, and a liquidity factor driving asset returns arises from such hedging. We calibrate the model to quantify the asset market effects of low intermediary capital."
Is Cash Negative Debt? A Hedging Perspective on Corporate Financial Policies,EFEL,2006,"We model the interplay between cash and debt policies in the presence of financial constraints. While saving cash allows financially constrained firms to hedge future investment against income shortfalls, reducing current debt (saving debt capacity) is a more effective way to boost investment in future high cash flow states. This tradeoff implies that constrained firms will prefer cash to debt capacity if their hedging needs are high (i.e., if the correlation between operating income and investment opportunities is low), but will prefer debt capacity to cash if their hedging needs are low. The empirical examination of cash and debt policies of a large sample of constrained and unconstrained firms reveals evidence that is consistent with our theory. In particular, financially constrained firms with high hedging needs show a strong propensity to save cash out of cash flows, while displaying no propensity to reduce debt. In contrast, constrained firms with low hedging needs systematically channel cash flows towards debt reduction, as opposed to cash savings. Our analysis points to an important hedging motive behind standard financial policies such as cash and debt management. It suggests that cash should not be viewed as negative debt in the presence of financing frictions."
"Leasing, Ability to Repossess and Debt Capacity",EFEL,2006,
The y-Theory of Investment,EFEL,2006,
Why Do Portfolios of the Elderly Differ Internationally?,EFEL,2006,"This paper documents international differences in asset holdings among the elderly populations (50+) in the US, UK, and 11 continental European countries, using newly available and internationally comparable household-level data. It then uses econometric techniques to study international variation in the direction of influence, quantitative, and statistical significance of determinants of participation in four categories of assets: stocks (held directly and indirectly), principal residence, private businesses, and real estate other than the primary residence. Effects of the following characteristics are compared across different asset categories and across different countries: education, bequest motives, position in the (non-capital) income and net wealth distribution, self-reported bad health, ability to recall information, and occupational status. The paper also finds significant and asset-specific variation across countries, likely to reflect supply-side differences in asset markets. Finally, the paper documents international differences in levels of asset holdings, using the US as the benchmark, and decomposes observed differences into a part due to differences in configuration of characteristics of asset holder pools, and into another due to differences in influence of household characteristics on these levels."
A Simple Benchmark for Forecasts of Growth and Inflation,EFWW,2006,
Asymptotic Distribution of Principal Components Estimator of Large Spherical Factor Models,EFWW,2006,
Combining Forecasts from Nested Models,EFWW,2006,
"Do Macro Variables, Asset Markets, or Surveys Forecast Inflation Better?",EFWW,2006,
Fundamentals Based Exchange Rate Prediction Revisited,EFWW,2006,
"Macroeconomic Derivatives: An Initial Analysis of Market-Based Macro Forecasts, Uncertainty, and Risk",EFWW,2006,
Making Exchange Rates Sparkle: Restricting Its Present-Value Model with Common Trends and Common Cycles,EFWW,2006,
New Eurocoin: Tracking Economic Growth in Real Time,EFWW,2006,
Smoothly Mixing Regressions,EFWW,2006,
T-Statistic Based Correlation and Heterogeneity Robust Inference,EFWW,2006,
The Time Varying Volatility of Macroeconomic Fluctuations,EFWW,2006,
Volatility Forecast Comparison Using Imperfect Volatility Proxies,EFWW,2006,
A Habit-Based Explanation of the Exchange Rate Risk Premium,IFM,2006,"This paper presents a risk premium explanation of the uncovered interest rate parity puzzle. In my two-country model, agents are characterized by slow-moving external habit preferences and they incur proportional and quadratic international trade costs. The precautionary savings effect is assumed to be greater than the inter-temporal consumption-smoothing motive. Thus, times of high risk-aversion correspond to low interest rates. The domestic investor receives a positive exchange rate risk premium when he is effectively more risk-averse than his foreign counterpart. As a result, the domestic investor receives a positive risk premium when interest rates are lower at home than abroad."
A Solution to Two Paradoxes of International Capital Flows,IFM,2006,"International capital flows from rich to poor countries can be regarded as either too small (the Lucas paradox in a one-sector model) or too large (when compared with the logic of factor price equalization in a two-sector model). To resolve the paradoxes, we introduce a non-neo-classical model which features financial contracts and firm heterogeneity. In our model, free trade in goods does not imply equal returns to capital across countries. In addition, rich patterns of gross capital flows emerge as a function of financial and property rights institutions. A poor country with an inefficient financial system may simultaneously experience an outflow of financial capital but an inflow of FDI, resulting in a small netflow. In comparison, a country with a low capital-to-labor ratio but a high risk of expropriation may experience outflow of financial capital without compensating inflow of FDI."
Adjusting to Capital Liberalization,IFM,2006,"We study theoretically how an economy adjusts to liberalization of international financial transaction. We consider an economy in which debtors do not repay unless the debts are secured by collateral, and collateralizable assets for international borrowing are more restricted than domestic borrowing. We examine how the adjustment to capital liberalization depends upon the domestic and international collateral constraints. We show that, with an intermediate level of domestic collateral constraint, capital liberalization leads to capital outflow, improvement of TFP, and transitional loss of wage and employment. Government policy can mitigate the loss of workers at the cost of prolonging the transition, but cannot eliminate the loss without halting the transition."
Capital Flows to Developing Countries: The Allocation Puzzle,IFM,2006,This paper looks at the pattern of capital flows to developing countries over the last 20 years. We show that this pattern is not consistent with the predictions of the textbook neoclassical model of growth. Capital seems to flow upstream: it goes more to the countries that invest less. We argue that this result - which we call the ‘allocation puzzle’ - constitutes and important challenge for economic research.
"Distribution Margins, Imported Inputs, and the Insensitivity of the CPI to Exchange Rates",IFM,2006,"Border prices of traded goods are highly sensitive to exchange rates, but the CPI, and the retail prices of these goods, are more stable. Our paper decomposes the sources of this stability for twenty-one OECD countries, focusing on the important roles of distribution margins and imported inputs in transmitting exchange rate fluctuations into consumption prices. We provide rich cross-country and cross-industry details on distribution margins and their sensitivity to exchange rates, imported inputs used in different categories of consumption goods, and weights in consumption of nontradables, home tradables and imported goods. While distribution margins damp the sensitivity of consumption prices of tradable goods to exchange rates, they also lead to enhanced pass through when nontraded goods prices are sensitive to exchange rates. Such price sensitivity arises because imported inputs are used in production of home nontradables. Calibration exercises show that, at under 5 percent, the United States has the lowest expected CPI sensitivity to exchange rates of all countries examined. On average, calibrated exchange rate pass through into CPIs is expected to be closer to 15 percent."
Does Economic Diversification Lead to Financial Development? Evidence from Topography,IFM,2006,"An influential theoretical literature has observed that economic diversification can reduce risk and increase financial development. But causality operates in both directions. A well functioning financial system can enable a society to invest in more productive but risky projects, thereby determining the degree of economic diversification. Thus, OLS estimates of the impact of economic diversification on financial development are likely to be biased. Motivated by the economic geography literature, this paper uses instruments derived from topographical characteristics to estimate the impact of economic diversification on the development of finance. The IV estimates suggest a large and robust role for diversification in shaping financial development"
Fiscal Policy and Macroeconomic Uncertainty in Developing Countries: The Tale of the Tormented Insurer,IFM,2006,"Governments in developing countries often behave like a ""tormented insurer,"" trying to use non-state-contingent debt instruments to avoid cuts in payments to private agents despite large fluctuations in public revenues. In the data, average public debt-GDP ratios decline as the variability of revenues increases, primary balances and current expenditures follow cyclical patterns sharply at odds with the countercyclical patterns of industrial countries, and the cyclical variability of public expenditures exceeds that of private expenditures by a wide margin. This paper proposes a model of a small open economy with incomplete markets that can rationalize this behavior. In the model, a fiscal authority makes optimal expenditure and debt plans given shocks to output and revenues, and private agents make optimal consumption and asset accumulation plans. Quantitative analysis of the model calibrated to Mexico yields a negative relationship between average public debt and revenue variability similar to the one observed in the data. The model also mimics Mexico’s GDP correlations of government purchases and the primary balance. The ratio of public-to-private expenditures fluctuates widely and the implied welfare costs dwarf conventional estimates of negligible benefits of risk sharing and consumption smoothing."
Information Immobility and the Home Bias Puzzle,IFM,2006,"Many explanations for home or local bias rely on information asymmetry: investors know more about their home assets. A criticism of these theories is that asymmetry should disappear when information is tradable. This criticism is flawed. If investors have asymmetric prior beliefs, but choose how to allocate limited learning capacity before investing, they will not necessarily learn foreign information. Investors want to exploit increasing returns to specialization: The bigger the home information advantage, the more desirable are home assets; but the more home assets investors expect to own, the higher the value of additional home information. Even with a tiny home information advantage, and even when foreign information is no harder to  learn, many investors will specialize in home assets, remain uninformed about foreign assets, and amplify their initial information asymmetry. The model’s predictions are consistent with observed patterns of local and foreign investment."
Sovereign Risk and Secondary Markets,IFM,2006,"The present paper shows that secondary markets can help solve problems of sovereign risk in international financial markets. We study an environment in which agents can trade a complete set of state-contingent securities with other agents, both in the same and in other countries. Governments cannot commit to enforce payments by their residents and payments to foreign residents are never enforced. In the absence of secondary markets, international risk sharing and borrowing are thus impossible. We show that when agents can trade assets ex-post in secondary markets, international risk sharing and borrowing become possible. The mechanism behind our results is that secondary markets tend to transfer securities from those agents who are less likely to be repaid to those agents who are more likely to be repaid. In particular, ex-post agents tend to purchase securities issued by other domestic agents from foreigners. This role of secondary markets in improving enforcement is robust to various extensions of the basic model and is likely to apply to other environments."
"Trade Costs, Asset Market Frictions and Risk Sharing: A Joint Test",IFM,2006,
A Phillips Curve with an Ss Foundation,ME,2006,
Establishing Credibility: Evolving Perceptions of the European Central Bank,ME,2006,"The perceptions of a central bank’s inflation aversion may reflect institutional structure or, more dynamically, the history of its policy decisions. In this paper, we present a novel empirical framework that uses high frequency data to test for persistent variation in market perceptions of central bank inflation aversion. The first years of the European Central Bank (ECB) provide a natural experiment for this model. Tests of the effect of news announcements on the slope of yield curves in the euro-area, and on the euro/dollar exchange rate, suggest that the market’s perception of the policy stance of the ECB during its first six years of operation significantly evolved, with a belief in its inflation aversion increasing in the wake of its monetary tightening. In contrast, tests based on the response of the slope of the United States yield curve to news offer no comparable evidence of any change in market perceptions of the inflation aversion of the Federal Reserve."
Evaluating the Economic Significance of Downward Nominal Wage Rigidity,ME,2006,"This paper formalizes and assesses empirically the implications of widely observed evidence for downward nominal wage rigidity (DNWR). First, we formulate and solve an explicit model  of wage-setting in the presence of worker resistance to nominal wage cuts – something that has previously been considered intractable. In particular, we show that this resistance renders wage increases (partially) irreversible. Second, using this model, we can explain why previous estimates of the macroeconomic effects of DNWR have been so weak despite remarkably robust microeconomic evidence. In particular, we show that previous studies have neglected the possibility that DNWR can lead to a compression of wage increases as well as decreases. Thus, the literature may have been overstating the increase in labor costs due to DNWR. Using micro-data for the US and Great Britain, we find robust evidence in support of the predictions of the model. In the light of this evidence, we conclude that increased wage pressure due to DNWR may not be as large as previously envisaged, but that the data is nevertheless consistent with a model in which workers resist nominal wage cuts."
Global Inflation,ME,2006,"This paper shows that inflation in industrialized countries is largely a global phenomenon. First, inflations of (22) OECD countries have a common factor that alone accounts for nearly 70% of their variance. This large variance share that is associated to Global  Inflation is not only due to the trend components of inflation (up from 1960 to 1980 and down thereafter) but also to fluctuations at business cycle frequencies. Second, Global Inflation is, consistently with standard models of inflation, a function of real developments at short horizons and monetary developments at longer horizons. Third, there is a very robust ""error correction mechanism"" that brings national inflation rates back to Global Inflation. This model consistently beats the previous benchmarks used to forecast in ation 1 to 8 quarters ahead across samples and countries."
Heterogeneity in Price Stickiness and the New Keynesian Phillips Curve,ME,2006,"Standard sticky price models do not account for heterogeneity in firms’price setting behavior. However, there is ample evidence that firms differ substantially in the frequency of price adjustments (e.g. Bils and Klenow, 2004 and Dhyne et al., 2005). In this paper I derive a generalized new Keynesian Phillips curve that accounts for heterogeneity in price stickiness across sectors. It differs from the standard one in two important ways: first, the coefficient on the output gap now depends on the distribution of frequencies of price adjustment, and second, it features a new, endogenous shift term that is proportional to a weighted average of the sectoral relative prices. Despite inflation being more sensitive to the output gap in heterogeneous economies than in comparable identical firms economies, the process of adjustment to nominal shocks tends to be more sluggish in the former, owing to the endogenous shift term associated with the distribution of sectoral relative prices. In the presence of strategic complementarities in price setting, the decisions of firms with higher adjustment frequencies are influenced by the existence of firms with lower frequencies, which end up having a disproportionate effect on the aggregate price level. I calibrate the model using an empirical distribution of frequencies of price changes in the U.S. economy derived from Bils and Klenow (2004), and find that reproducing the dynamics of a truly heterogeneous economy with a model based on identical firms usually requires larger degrees of nominal rigidity than the average found in the data. "
"Information Shocks, Animal Spirits, and the Meaning of Innovations in Consumer Confidence",ME,2006,"We show that unexplained innovations in several variables representing survey responses to forward-looking questions on the Michigan Survey of Consumers have powerful prognostic implications for the future paths of macroeconomic variables. We attempt to distinguish the hypothesis that these impulse responses indicate a causal channel from autonomous movements in sentiment to economic outcomes (the “animal spirits” view) from the alternative interpretation that the surprise confidence movements summarize information about future economic prospects (the “information” view). In natural rate models, “animal spirits” shocks are associated with “overshooting” of (among other variables) consumption that attenuates when agents come to grips with their overreaction, while “information shocks” about the long future are followed by gradual movements in macroeconomic variables that are not subsequently reversed. In a baseline vector autoregression involving consumption, income, and confidence, the data come down sharply in favor of the information view. The impulse responses of consumption and GDP show no tendency to attenuate even after a number of years. Further, confidence innovations have strong implications for labor productivity many quarters into the future. In somewhat larger VARs with an information block that includes inflation and/or stock prices, the impulse responses to confidence innovations continue to have the permanent shape that defines information shocks, but they are smaller in magnitude. We demonstrate that this is due to the fact that both inflation and stock price innovations have prognostic implications for future productivity that are very similar to the implications of innovations in confidence. Addition of unemployment to the system induces a transitory component that changes the shape of the impulse responses and somewhat weakens the previously airtight case against animal spirits, but it does not provide constructive evidence of such effects."
"Monetary Intervention Mitigated Banking Panics during the Great Depression: Quasi-Experimental Evidence from the Federal Reserve District Border in Mississippi, 1929 to 1933",ME,2006,"The Federal Reserve Act of 1913 divided Mississippi between the 6 th (Atlanta) and 8 (St. Louis) Federal Reserve Districts. Before and during the Great Depression, these districts’ policies differed. The Atlanta Fed championed monetary activism and the extension of aid to ailing institutions. The St. Louis Fed adhered to the doctrine of real bills and eschewed expansionary initiatives. During the banking panic in the fall of 1930, the Atlanta Fed expanded credit available to the financial system and expedited lending to banks in need. The St. Louis Fed did not. Outcomes differed across districts. Banks in the 6 th District survived the panic at a rate substantially higher than banks in the 8 th District. The pattern suggests that monetary intervention reduced failure rates during panics. Historical evidence and statistical analysis corroborates this conclusion."
Read All About It!! What Happens Following a Technology Shock?,ME,2006,"In standard real business cycle models, a large component of the fluctuations is attributed to technology shocks. Unfortunately, empirical evidence examining the role of technology shocks is sparse, in part because they are notoriously difficult to measure. In this paper, I create new indicators of technological change based on books published in the field of technology, and use these indicators to examine what happens to the economy following a technology shock. My findings indicate that, in response to a positive technology shock, employment, total factor productivity and capital all significantly increase. (JEL E32, O3)"
Real Rigidities and Nominal Price Changes,ME,2006,"A large literature seeks to provide microfoundations of price setting for macro models. A challenge has been to develop a model in which monetary policy shocks have the highly persistent effects on real variables estimated by many studies. Nominal price stickiness has proved helpful but not sufficient without some form of “real rigidity” or “strategic complementarity.” We embed a model with a real rigidity a la Kimball (1995), wherein consumers flee from relatively expensive products but do not flock to inexpensive ones. We estimate key model parameters using micro data from the U.S. CPI, which exhibit sizable movements in relative prices of substitute products. When we impose a significant degree of real rigidity, fitting the micro price facts requires very large idiosyncratic shocks and implies large movements in micro quantities."
Sticky Borders,ME,2006,
Sticky Prices and Monetary Policy: Evidence from Disaggregated U.S. Data,ME,2006,"This paper uses factor-augmented vector autoregressions (FAVAR) estimated using a large data set to disentangle fluctuations in disaggregated consumer and producer prices which are due to macroeconomic factors from those due to sectorial conditions. This allows us to provide consistent estimates of the effects of US monetary policy on disaggregated prices. While sectorial prices respond quickly to sector-specific shocks, we find that for a large number of price series, there is a significant delay in the response of prices to monetary policy shocks. In addition, price responses display little evidence of a “price puzzle,” contrary to existing studies based on traditional VARs. The observed dispersion in the reaction of producer prices is relatively well explained by the degree of market power, as predicted by models with monopolistic competition."
The Conquest of South American Inflation,ME,2006,"We use the method of maximum likelihood to infer determinants of Latin American hyperinflations and stabilizations. Our model assigns potential roles both to fundamentals in the form of government deficits that are financed by money creation and to destabilizing expectations dynamics that can occasionally divorce inflation from the fundamentals. Our maximum likelihood estimates allow us to interpret observed inflation rates in terms of shifts in the deficits, sequences of shocks that trigger temporary episodes of expectations driven hyperinflations, and occasional superficial reforms that correct expectations without reforming deficits. Our estimates also allow us to infer from inflation data the fiscal patterns that seem to have stabilized inflation to a low level on a permanent basis."
UK Monetary Regimes and Macroeconomic Stylised Facts,ME,2006,"We exploit the marked changes in U.K. monetary arrangements since the metallic standards era to investigate continuity and changes across monetary regimes in key macroeconomic stylised facts in the United Kingdom. Our main findings may be summarised as follows. (1) Historically, inflation persistence has been the exception, rather than the rule, with inflation estimated to have been highly persistent only during the period between the floating of the pound, in June 1972, and the introduction of inflation targeting, in October 1992. As a corollary, our results clearly reject Mishkin’s (1992) explanation for time-variation in the extent of the Fisher effect, favoring instead Barsky’s (1987) theory. (2) We document a remarkable stability across regimes in the correlation between inflation and the rates of growth of both narrow and broad monetary aggregates at the very low frequencies, thus countering the Whiteman (1984)-McCallum (1984) criticism of Lucas (1980b). (3) The Phillips trade-off was the flattest under the Gold Standard, the steepest between 1972 and 1992. In line with Ball, Mankiw, and Romer (1988), evidence points towards a positive correlation between mean inflation and the steepness of the trade-off. (4) We show how Keynes, in his dispute with Dunlop and Tarshis on real wage cyclicality, was entirely right: during the interwar period, real wages were strikingly counter-cyclical. By contrast, under inflation targeting they have been, so far, strongly pro-cyclical."
Zombie Lending and Depressed Restructuring in Japan,ME,2006,
"Agency Conflicts, Asset Substitution, and Securitization",PERE,2006,"Asset-backed securities represent one of the largest and fastest growing financial markets. Under securitization, agents perform functions (for fees) that would alternatively be performed by a vertically integrated lender with ownership of a whole loan. We examine how outsourcing impacts performance using data on 357 commercial mortgage-backed securities deals with over 46,000 individual loans. To alleviate agency conflicts in managing troubled loans, underwriters often sell the first-loss position to the special servicer, the party who is charged with handling delinquencies and defaults. When holding the first-loss position, special servicers appear to behave more efficiently, making fewer costly transfers of delinquent loans to special servicing, but liquidating a higher percentage of loans that are referred to special servicing. Special servicers are also more likely to own the first loss position in deals that require additional effort (deals with higher delinquencies). Market pricing reflects the existence of agency costs. Despite the apparent reduction of agency costs, the first-loss position is increasingly owned by a party other than the special servicer. We pose a number of explanations, including conflicts between junior and senior securities holders (the asset substitution problem) and risk aversion among special servicers. Consistent with asset substitution, we show that special servicers delay liquidation when they hold the first-loss position in deals with more severe delinquency problems."
